,Title,Console,Genre,Critic_Score,Total_Sales,NorthAmerica_Sales,Japan_Sales,EuropeAndAfrica_Sales,World_Sales,Release_Year
12181,Etrian Mystery Dungeon 2,3DS,Role-Playing,6.9,0.06,0.0,0.06,0.0,0.0,2017
12182,Tsugunai: Atonement,PS2,Role-Playing,6.9,0.06,0.02,0.02,0.01,0.0,2001
12183,The Legend of Heroes: Ao no Kiseki,PSV,Role-Playing,6.9,0.06,0.0,0.06,0.0,0.0,2014
12184,Kiniro no Corda 2,PS2,Role-Playing,6.9,0.06,0.0,0.06,0.0,0.0,2007
12185,Sunrise Eiyuutan R,PS2,Role-Playing,6.9,0.06,0.0,0.06,0.0,0.0,2000
12186,Exist Archive: The Other Side of the Sky,PS4,Role-Playing,6.9,0.06,0.02,0.03,0.0,0.0,2016
12187,Generation of Chaos,PSP,Role-Playing,5.9,0.06,0.05,0.0,0.0,0.0,2006
12188,Portal Knights,NS,Role-Playing,5.9,0.06,0.02,0.01,0.02,0.0,2018
12189,Ken to Mahou to Gakuen Mono. 3D,3DS,Role-Playing,5.9,0.06,0.0,0.06,0.0,0.0,2011
12190,Dungeon Explorer: Warriors of Ancient Arts,DS,Role-Playing,5.9,0.06,0.05,0.0,0.0,0.0,2008
12191,Growlanser: Wayfarer of Time,PSP,Role-Playing,5.9,0.06,0.0,0.06,0.0,0.0,2012
12192,Arc the Lad: End of Darkness,PS2,Role-Playing,5.9,0.06,0.03,0.0,0.02,0.01,2005
12193,Victor Vran: Overkill Edition,NS,Role-Playing,5.9,0.06,0.06,0.0,0.0,0.01,2018
12194,The Legend of Heroes: Trails in the Sky SC,PSP,Role-Playing,5.9,0.06,0.0,0.06,0.0,0.0,2007
12195,Chaos Rings III,PSV,Role-Playing,5.9,0.06,0.0,0.06,0.0,0.0,2014
12196,Mary Skelter: Nightmares,PSV,Role-Playing,5.9,0.06,0.01,0.04,0.0,0.01,2017
12197,RPG Maker 3,PS2,Role-Playing,7.0,0.06,0.03,0.0,0.02,0.01,2005
12198,Risen 3: Titan Lords,X360,Role-Playing,7.0,0.06,0.02,0.0,0.04,0.0,2014
12199,Kikou Heidan J-Phoenix,PS2,Action,7.0,0.06,0.0,0.06,0.0,0.0,2001
12200,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,Action,7.0,0.06,0.04,0.0,0.02,0.0,2005
12201,Western Riding Academy,DS,Simulation,7.0,0.06,0.06,0.0,0.0,0.0,2010
12202,Seaman 2: Peking Genjin Ikusei Kit,PS2,Simulation,7.0,0.06,0.0,0.06,0.0,0.0,2007
12203,X-Plane 11,PC,Simulation,7.0,0.06,0.0,0.0,0.06,0.0,2017
12204,Star Trek: Tactical Assault,DS,Strategy,7.0,0.06,0.05,0.0,0.01,0.0,2006
12205,Elite Forces: Unit 77,DS,Strategy,7.0,0.06,0.06,0.0,0.0,0.0,2009
12206,Nobunaga's Ambition: Sphere of Influence,PSV,Strategy,7.0,0.06,0.0,0.06,0.0,0.0,2014
12207,OK! Puzzle Stars,DS,Puzzle,7.0,0.06,0.0,0.0,0.05,0.01,2010
12208,Super Bomberman R,PS4,Puzzle,7.0,0.06,0.03,0.03,0.0,0.01,2018
12209,Jewels of the Ages,DS,Puzzle,7.0,0.06,0.03,0.0,0.02,0.01,2011
12210,Kururin Paradise,GBA,Puzzle,7.0,0.06,0.0,0.06,0.0,0.0,0
12211,Tron 2.0: Killer App,GBA,Action,7.0,0.06,0.04,0.0,0.02,0.0,2004
12212,Power Shovel,PS,Action,7.0,0.06,0.03,0.0,0.02,0.0,2001
12213,Fate/Extella Link,PSV,Action,7.0,0.06,0.0,0.06,0.0,0.0,2018
12214,Legend of Kay,DS,Action,7.0,0.06,0.06,0.0,0.0,0.0,2010
12215,PoPoLoCrois,PSP,Role-Playing,7.0,0.06,0.05,0.0,0.0,0.0,2005
12216,Disgaea 1 Complete,NS,Role-Playing,8.0,0.06,0.03,0.01,0.01,0.0,2018
12217,Refrain no Chika Meikyuu to Majo no Ryodan,PSV,Role-Playing,8.0,0.06,0.0,0.06,0.0,0.0,2016
12218,Bubble Bobble also featuring Rainbow Islands,PS,Puzzle,8.0,0.06,0.04,0.0,0.02,0.0,1996
12219,Jewel Quest IV: Heritage,DS,Puzzle,8.0,0.06,0.0,0.0,0.05,0.01,2011
12220,Octomania,Wii,Puzzle,6.7,0.06,0.06,0.0,0.0,0.0,2008
12221,Bubble Bobble: Old & New,GBA,Puzzle,5.5,0.06,0.04,0.0,0.02,0.0,2004
12222,Challenge Me: Brain Puzzles,DS,Puzzle,5.5,0.06,0.06,0.0,0.0,0.0,2009
12223,Star Ocean 5: Integrity and Faithlessness,PS3,Role-Playing,5.5,0.06,0.0,0.06,0.0,0.0,2016
12224,Mana Khemia: Alchemists of Al-Revis,PS2,Role-Playing,6.6,0.06,0.03,0.0,0.02,0.01,2008
12225,Toriko: Gourmet Battle!,3DS,Role-Playing,6.6,0.06,0.0,0.06,0.0,0.0,2013
12226,Dragon Quest X: All in One Package,PS4,Role-Playing,6.6,0.06,0.0,0.06,0.0,0.0,2017
12227,UnchainBlades ReXX,PSP,Role-Playing,6.6,0.06,0.0,0.06,0.0,0.0,2012
12228,Dungeon Travelers 2-2: The Maiden Who Fell into Darkness and the Book of Beginnings,PSV,Role-Playing,6.6,0.06,0.0,0.06,0.0,0.0,2017
12229,Shadows Awakening,PS4,Role-Playing,6.6,0.06,0.05,0.0,0.0,0.01,2018
12230,Metal Max 4: Gekkou no Diva,3DS,Role-Playing,6.6,0.06,0.0,0.06,0.0,0.0,2013
12231,Sudoku Ball Detective,DS,Puzzle,5.0,0.06,0.06,0.0,0.0,0.0,2009
12232,Honeycomb Beat,DS,Puzzle,5.0,0.06,0.05,0.0,0.0,0.0,2007
12233,Crazy Chicken: Pharaoh's Treasure,DS,Puzzle,5.0,0.06,0.05,0.0,0.0,0.0,2009
12234,Jumble Madness,DS,Puzzle,5.0,0.06,0.06,0.0,0.0,0.0,2009
12235,Santa Claus is Comin' to Town!,DS,Puzzle,5.0,0.06,0.06,0.0,0.0,0.01,2011
12236,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,Platform,5.0,0.06,0.0,0.0,0.05,0.0,2013
12237,America's Greatest Game Shows: Wheel of Fortune and Jeopardy!,NS,Party,5.0,0.06,0.06,0.0,0.0,0.01,2018
12238,Party Arcade,NS,Party,5.0,0.06,0.05,0.0,0.0,0.01,2018
12239,Aquarium by DS,DS,Simulation,5.0,0.06,0.05,0.0,0.0,0.0,2008
12240,Mobile Ops: The One Year War,X360,Simulation,5.0,0.06,0.0,0.06,0.0,0.0,0
12241,Dance Dance Revolution: Mario Mix (JP sales),GC,Simulation,7.5,0.06,0.0,0.05,0.0,0.0,2005
12242,Dino Pets,DS,Simulation,7.5,0.06,0.05,0.0,0.0,0.0,2009
12243,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,Simulation,7.5,0.06,0.0,0.06,0.0,0.0,2008
12244,Dreamer Series: Zoo Keeper,DS,Simulation,7.5,0.06,0.06,0.0,0.0,0.0,2010
12245,Chou Soujuu Mecha MG,DS,Simulation,7.5,0.06,0.0,0.06,0.0,0.0,0
12246,Chou Soujuu Mecha MG,DS,Simulation,7.5,0.06,0.0,0.06,0.0,0.0,2006
12247,Nobunaga's Ambition: Taishi,PS4,Strategy,7.5,0.06,0.01,0.05,0.0,0.0,2018
12248,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,Strategy,7.5,0.06,0.0,0.06,0.0,0.0,2014
12249,Wings of War,XB,Simulation,7.5,0.06,0.05,0.0,0.01,0.0,2004
12250,Dreamer Series: Babysitter,DS,Simulation,7.5,0.06,0.05,0.0,0.0,0.0,2009
12251,Mame Goma 2: Uchi no Ko ga Ichiban!,DS,Simulation,7.5,0.06,0.0,0.06,0.0,0.0,2008
12252,Dream C Club Portable,PSP,Simulation,7.5,0.06,0.0,0.06,0.0,0.0,2010
12253,Tanjou S Debut,SAT,Simulation,7.5,0.06,0.0,0.06,0.0,0.0,1996
12254,Rapala Fishing Pro Series,XOne,Simulation,7.5,0.06,0.05,0.0,0.0,0.01,2017
12255,SD Gundam G Generation Wars,Wii,Strategy,7.5,0.06,0.0,0.06,0.0,0.0,2009
12256,Zoo Tycoon 2,PC,Strategy,7.2,0.06,0.0,0.0,0.05,0.01,2004
12257,Age of Mythology: The Titans,PC,Strategy,8.2,0.06,0.03,0.0,0.02,0.01,2003
12258,Hogs of War / Worms,PS,Strategy,8.2,0.06,0.03,0.0,0.02,0.0,2002
12259,Age of Empires Online,PC,Strategy,7.0,0.06,0.01,0.0,0.04,0.01,2011
12260,Shining Force Feather,DS,Strategy,7.0,0.06,0.0,0.06,0.0,0.0,2009
12261,Emblem of Gundam,DS,Strategy,7.0,0.06,0.0,0.06,0.0,0.0,2008
12262,Ojyousama Express,PS,Strategy,7.0,0.06,0.0,0.06,0.0,0.0,1998
12263,SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,Platform,7.0,0.06,0.0,0.0,0.06,0.0,2013
12264,Oddworld: Munch's Oddysee,GBA,Platform,7.0,0.06,0.04,0.0,0.02,0.0,2003
12265,NanoBreaker,PS2,Action,7.0,0.06,0.03,0.0,0.02,0.01,2005
12266,Escape from Bug Island,Wii,Action,7.0,0.06,0.04,0.01,0.01,0.0,2007
12267,Adventure Time: Finn & Jake Investigations,XOne,Action,7.0,0.06,0.04,0.0,0.02,0.01,2015
12268,Vexx,GC,Platform,6.4,0.06,0.05,0.0,0.01,0.0,2003
12269,Mega Man 8 Anniversary Collector's Edition,SAT,Platform,6.4,0.06,0.0,0.06,0.0,0.0,1997
12270,Whiplash,XB,Platform,6.4,0.06,0.04,0.0,0.01,0.0,2003
12271,Monster Tale,DS,Platform,7.7,0.06,0.06,0.0,0.0,0.0,2011
12272,Shantae: Half-Genie Hero,WiiU,Platform,7.7,0.06,0.05,0.0,0.0,0.01,2016
12273,Doraemon 4: Nobita to Toki no Okoku,SNES,Platform,7.7,0.06,0.0,0.06,0.0,0.0,1995
12274,Impossible Mission,PSP,Platform,7.7,0.06,0.0,0.0,0.04,0.01,2007
12275,Pop'n TwinBee: Rainbow Bell Adventure,SNES,Platform,7.7,0.06,0.0,0.06,0.0,0.0,1994
12276,Flip's Twisted World,Wii,Platform,7.7,0.06,0.05,0.0,0.0,0.0,2010
12277,Burning Rangers,SAT,Platform,7.7,0.06,0.0,0.06,0.0,0.0,1998
12278,Dr. Muto,XB,Platform,7.7,0.06,0.04,0.0,0.01,0.0,2002
12279,Imagine: Cheerleader,DS,Simulation,7.7,0.06,0.06,0.0,0.0,0.0,2009
12280,LEGO Friends,3DS,Simulation,7.7,0.06,0.0,0.0,0.06,0.0,2013
12281,Busy Scissors,DS,Simulation,7.7,0.06,0.06,0.0,0.0,0.0,2010
12282,Pop Cutie! Street Fashion Simulation,DS,Simulation,7.7,0.06,0.06,0.0,0.0,0.0,2008
12283,Theme Park,DS,Simulation,7.7,0.06,0.0,0.03,0.03,0.0,2007
12284,Densha De Go! 3 Tsuukinhen,PS2,Simulation,7.7,0.06,0.0,0.06,0.0,0.0,2001
12285,Moshi Monsters: Katsuma Unleashed,3DS,Platform,7.7,0.06,0.03,0.0,0.03,0.01,2013
12286,Bionicle,XB,Platform,7.7,0.06,0.05,0.0,0.01,0.0,2003
12287,Paws & Claws: Pampered Pets 2,DS,Simulation,7.7,0.06,0.05,0.0,0.0,0.0,2011
12288,NTRA Breeders' Cup World Thoroughbred Championships,XB,Simulation,7.7,0.06,0.04,0.0,0.01,0.0,2005
12289,Fast Food Panic,Wii,Simulation,7.7,0.06,0.06,0.0,0.0,0.0,2010
12290,My Pet Chimp,DS,Simulation,7.7,0.06,0.06,0.0,0.0,0.0,2010
12291,Jurassic Park III: Park Builder,GBA,Simulation,7.7,0.06,0.04,0.0,0.02,0.0,2001
12292,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,Simulation,7.7,0.06,0.0,0.06,0.0,0.0,1995
12293,Tropico 5,X360,Simulation,7.7,0.06,0.03,0.0,0.02,0.0,2014
12294,Girls RPG: Cinderellife,3DS,Simulation,7.7,0.06,0.0,0.06,0.0,0.0,2012
12295,Star Fighter,PS,Shooter,7.7,0.06,0.04,0.0,0.02,0.0,1996
12296,Akai Katana,X360,Shooter,7.7,0.06,0.04,0.01,0.0,0.01,2012
12297,Kelly Slater's Pro Surfer,GC,Sports,8.0,0.06,0.05,0.0,0.01,0.0,2002
12298,World Cup of Pool,DS,Sports,8.0,0.06,0.06,0.0,0.0,0.0,2010
12299,Brunswick Circuit Pro Bowling,N64,Sports,8.0,0.06,0.05,0.0,0.01,0.0,1999
12300,CyberTiger,N64,Sports,8.0,0.06,0.05,0.0,0.01,0.0,2000
12301,Mike Piazza's Strike Zone,N64,Sports,8.0,0.06,0.05,0.0,0.01,0.0,1998
12302,Olympic Hockey 98,N64,Sports,8.0,0.06,0.05,0.0,0.01,0.0,1998
12303,BMX XXX,GC,Sports,8.0,0.06,0.05,0.0,0.01,0.0,2002
12304,Pro Evolution Soccer 2015,PC,Sports,8.0,0.06,0.0,0.0,0.06,0.0,2014
12305,Rugby 18,PS4,Sports,8.0,0.06,0.05,0.0,0.0,0.01,2017
12306,Pro Yakyuu Spirits 2013,PSV,Sports,8.0,0.06,0.0,0.06,0.0,0.0,2013
12307,Aggressive Inline,XB,Sports,9.0,0.06,0.05,0.0,0.01,0.0,2002
12308,Dead or Alive Xtreme 3: Fortune,PS4,Sports,9.0,0.06,0.0,0.06,0.0,0.0,2016
12309,Call of Duty 2,PC,Shooter,7.0,0.06,0.0,0.0,0.05,0.01,2005
12310,Gradius Collection,PSP,Shooter,7.0,0.06,0.04,0.02,0.0,0.0,2006
12311,PAC-MAN and the Ghostly Adventures,WiiU,Platform,7.0,0.06,0.03,0.0,0.02,0.01,2013
12312,The End is Nigh,NS,Platform,7.0,0.06,0.05,0.0,0.0,0.01,2017
12313,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,Action,7.0,0.06,0.0,0.06,0.0,0.0,2015
12314,James Bond 007: Blood Stone,DS,Action,7.0,0.06,0.05,0.0,0.01,0.0,2010
12315,Deathrow: Underground Team Combat,XB,Sports,7.0,0.06,0.05,0.0,0.01,0.0,2002
12316,Cabela's Trophy Bucks,Wii,Sports,7.0,0.06,0.06,0.0,0.0,0.0,2008
12317,ESPN Winter X-Games: Snowboarding 2002,GBA,Sports,7.0,0.06,0.05,0.0,0.02,0.0,2001
12318,Mark McMorris Infinite Air,PS4,Sports,7.0,0.06,0.05,0.0,0.0,0.01,2016
12319,Pucca Power Up,DS,Platform,7.0,0.06,0.04,0.0,0.02,0.0,2011
12320,Space Chimps,DS,Platform,7.0,0.06,0.05,0.0,0.0,0.0,2008
12321,Frogger: Helmet Chaos,DS,Platform,7.0,0.06,0.06,0.0,0.0,0.0,2005
12322,Rayman: Hoodlum's Revenge,GBA,Platform,6.2,0.06,0.05,0.0,0.02,0.0,2005
12323,Tokobot,PSP,Platform,6.2,0.06,0.06,0.0,0.0,0.0,2005
12324,Johnny Test,DS,Platform,6.2,0.06,0.06,0.0,0.0,0.0,2011
12325,Mega Man 11,XOne,Platform,6.2,0.06,0.06,0.0,0.0,0.01,2018
12326,LEGO Bionicle,GBA,Platform,6.4,0.06,0.04,0.0,0.02,0.0,2001
12327,A-Train 3D: City Simulator,3DS,Simulation,6.4,0.06,0.0,0.06,0.0,0.0,2015
12328,Nicktoons MLB 3D,3DS,Sports,6.4,0.06,0.06,0.0,0.0,0.01,2012
12329,Blood Bowl,PC,Sports,6.5,0.06,0.04,0.0,0.02,0.01,2010
12330,FIFA 19,X360,Sports,6.5,0.06,0.0,0.0,0.06,0.0,2018
12331,Gallop Racer 2004,PS2,Sports,6.5,0.06,0.03,0.0,0.02,0.01,2004
12332,Backyard Hockey,DS,Sports,6.5,0.06,0.06,0.0,0.0,0.0,2007
12333,Fishing Master (jp sales),Wii,Sports,6.5,0.06,0.0,0.06,0.0,0.0,2007
12334,Cabela's Big Game Hunter (2008),X360,Sports,6.5,0.06,0.06,0.0,0.0,0.0,2007
12335,Racing Gears Advance,GBA,Racing,6.5,0.06,0.04,0.0,0.02,0.0,2005
12336,Need for Speed: Shift,PC,Racing,8.3,0.06,0.0,0.0,0.05,0.01,2009
12337,Wreckless: ThE YaKuza MisSiOns,GC,Racing,6.4,0.06,0.04,0.0,0.01,0.0,2002
12338,TOCA Race Driver 2: Ultimate Racing Simulator,PS2,Racing,6.4,0.06,0.03,0.0,0.02,0.01,2004
12339,Ride to Hell,X360,Racing,6.4,0.06,0.04,0.0,0.01,0.01,2013
12340,Paws & Claws: Marine Rescue,DS,Simulation,6.4,0.06,0.06,0.0,0.0,0.0,2011
12341,GunGriffon II,SAT,Simulation,6.4,0.06,0.0,0.06,0.0,0.0,1998
12342,Imagine: Gymnast,DS,Simulation,6.4,0.06,0.05,0.0,0.01,0.0,2010
12343,MX vs. ATV Supercross Encore,XOne,Sports,6.4,0.06,0.05,0.0,0.0,0.01,2015
12344,Golf Club 2019,PS4,Sports,6.4,0.06,0.05,0.0,0.0,0.01,2018
12345,NHL 2K9,Wii,Sports,6.4,0.06,0.06,0.0,0.0,0.0,2008
12346,Strike Force Bowling,GC,Sports,6.4,0.06,0.05,0.0,0.01,0.0,2005
12347,Championship Surfer,PS,Sports,7.2,0.06,0.03,0.0,0.02,0.0,2000
12348,Barbie Horse Adventures: Wild Horse Rescue,XB,Sports,7.2,0.06,0.05,0.0,0.01,0.0,2003
12349,Little League World Series Baseball 2008,DS,Sports,7.2,0.06,0.06,0.0,0.0,0.0,2008
12350,Power Pro Success Legends,PSP,Sports,7.2,0.06,0.0,0.06,0.0,0.0,2010
12351,Cabela's Dangerous Hunts: Ultimate Challenge,PSP,Sports,7.2,0.06,0.06,0.0,0.0,0.0,2006
12352,NBA 2K Playgrounds 2,XOne,Sports,7.2,0.06,0.05,0.0,0.0,0.01,2018
12353,Salt Lake 2002,GBA,Sports,7.2,0.06,0.04,0.0,0.02,0.0,2002
12354,MX vs. ATV Supercross Encore,PS4,Sports,7.2,0.06,0.0,0.0,0.05,0.01,2015
12355,Disney Sports Skateboarding,GC,Sports,2.6,0.06,0.05,0.0,0.01,0.0,2002
12356,Pro Evolution Soccer 2012,PS2,Sports,2.6,0.06,0.0,0.06,0.0,0.0,2011
12357,Pro Yakyuu Netsu Star 2007,PS2,Sports,2.6,0.06,0.0,0.06,0.0,0.0,2007
12358,Klonoa Beach Volleyball,PS,Sports,2.6,0.06,0.03,0.0,0.02,0.0,2002
12359,187: Ride or Die,XB,Racing,2.6,0.06,0.05,0.0,0.01,0.0,2005
12360,Ray Tracers,PS,Racing,2.6,0.06,0.04,0.0,0.02,0.0,1997
12361,F1 2001,XB,Racing,2.6,0.06,0.05,0.0,0.01,0.0,2001
12362,Cel Damage,GC,Racing,6.0,0.06,0.05,0.0,0.01,0.0,2002
12363,MotoGP 17,XOne,Racing,6.0,0.06,0.04,0.0,0.02,0.01,2017
12364,The King of Route 66,PS2,Racing,6.0,0.06,0.03,0.0,0.02,0.01,2003
12365,Chrysler Classic Racing,Wii,Racing,6.0,0.06,0.06,0.0,0.0,0.0,2008
12366,Hot Wheels: Burnin' Rubber,GBA,Racing,8.0,0.06,0.05,0.0,0.02,0.0,2001
12367,Real Soccer 2009,DS,Sports,8.0,0.06,0.05,0.0,0.0,0.0,2008
12368,Splat Renegade Paintball,XB,Sports,8.0,0.06,0.04,0.0,0.01,0.0,2005
12369,Winter Sports 2: The Next Challenge,DS,Sports,8.0,0.06,0.04,0.0,0.02,0.0,2008
12370,FIFA 07 Soccer,DS,Sports,7.5,0.06,0.05,0.0,0.01,0.0,2006
12371,Archer Maclean Presents: Pool Paradise,PS2,Sports,7.5,0.06,0.03,0.0,0.02,0.01,2004
12372,Pro Evolution Soccer 2011,PC,Sports,6.0,0.06,0.0,0.0,0.05,0.01,2010
12373,ESPN International Winter Sports 2002,PS2,Sports,6.0,0.06,0.03,0.0,0.02,0.01,2002
12374,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS,Sports,6.0,0.06,0.0,0.06,0.0,0.0,2009
12375,NBA Live 07,XB,Sports,6.4,0.06,0.04,0.0,0.01,0.0,2006
12376,Golf Club 2,XOne,Sports,6.4,0.06,0.05,0.0,0.0,0.01,2017
12377,Eikan wa Kimini 2002: Koshien no Kodou,PS2,Sports,6.4,0.06,0.0,0.06,0.0,0.0,2002
12378,Mark McMorris Infinite Air,XOne,Sports,6.4,0.06,0.05,0.0,0.0,0.01,2016
12379,G1 Jockey 2,PS2,Sports,6.4,0.06,0.0,0.06,0.0,0.0,2000
12380,Tiger Woods PGA Tour 08,DS,Sports,6.4,0.06,0.05,0.0,0.0,0.0,2007
12381,Major League Baseball 2K11,PSP,Sports,6.4,0.06,0.05,0.0,0.0,0.01,2011
12382,Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,Sports,6.4,0.06,0.0,0.06,0.0,0.0,2000
12383,NBA Hangtime,PS,Sports,6.4,0.06,0.03,0.0,0.02,0.0,1997
12384,FIFA Street,GC,Sports,6.4,0.06,0.04,0.0,0.01,0.0,2005
12385,Rugby World Cup 2015,PS4,Sports,6.4,0.06,0.0,0.0,0.05,0.01,2015
12386,Aggressive Inline,GC,Sports,8.9,0.06,0.04,0.0,0.01,0.0,2002
12387,Rugby World Cup 2015,PS3,Sports,8.9,0.06,0.0,0.0,0.05,0.01,2015
12388,FIFA Soccer 06,DS,Sports,8.9,0.06,0.05,0.0,0.0,0.0,2005
12389,Blast Lacrosse,PS,Sports,8.9,0.06,0.03,0.0,0.02,0.0,2001
12390,Backyard NFL Football '10,PS2,Sports,8.9,0.06,0.03,0.0,0.02,0.01,2009
12391,Unreal Tournament III,PC,Shooter,8.4,0.06,0.0,0.0,0.05,0.01,2007
12392,Bionicle Heroes,DS,Shooter,7.8,0.06,0.06,0.0,0.0,0.0,2006
12393,Disney's Chicken Little: Ace In Action,DS,Shooter,6.0,0.06,0.06,0.0,0.0,0.0,2006
12394,Terminator 3: The Redemption,XB,Shooter,6.0,0.06,0.05,0.0,0.01,0.0,2004
12395,Starwinder: The Ultimate Space Race,PS,Racing,6.0,0.06,0.03,0.0,0.02,0.0,1996
12396,Top Gear Hyper-Bike,N64,Racing,6.0,0.06,0.05,0.0,0.01,0.0,2000
12397,Blur,PC,Racing,8.1,0.06,0.01,0.0,0.04,0.01,2010
12398,MotoGP 15,PS3,Racing,8.1,0.06,0.0,0.04,0.02,0.0,2015
12399,Big Bang Mini,DS,Shooter,8.0,0.06,0.05,0.0,0.0,0.0,2009
12400,Coded Arms: Contagion,PSP,Shooter,8.0,0.06,0.05,0.0,0.0,0.01,2007
12401,Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,Shooter,8.0,0.06,0.03,0.0,0.02,0.01,2005
12402,Robotica,SAT,Shooter,8.0,0.06,0.0,0.06,0.0,0.0,1995
12403,Land of the Dead: Road to Fiddler's Green,XB,Shooter,8.0,0.06,0.05,0.0,0.01,0.0,2005
12404,Touhou Kobuto V: Burst Battle,NS,Shooter,8.0,0.06,0.04,0.0,0.02,0.01,2017
12405,R-Types,PS,Shooter,8.0,0.06,0.04,0.0,0.02,0.0,1999
12406,Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,Shooter,8.0,0.06,0.03,0.0,0.02,0.01,2005
12407,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,Misc,8.0,0.06,0.0,0.06,0.0,0.0,2006
12408,Wantame Fortune Channel,DS,Misc,8.0,0.06,0.0,0.06,0.0,0.0,2007
12409,Pump It Up: Exceed,PS2,Misc,8.0,0.06,0.03,0.0,0.02,0.01,2005
12410,Quiz! Hexagon II,DS,Misc,8.0,0.06,0.0,0.06,0.0,0.0,2010
12411,Transformer: Rise of the Dark Spark,WiiU,Shooter,8.0,0.06,0.04,0.0,0.02,0.01,2014
12412,Spy Games: Elevator Mission,Wii,Shooter,2.0,0.06,0.06,0.0,0.0,0.0,2007
12413,Earth Defense Force 2017 Portable,PSV,Shooter,2.0,0.06,0.0,0.06,0.0,0.0,2013
12414,Giants: Citizen Kabuto,PS2,Shooter,2.0,0.06,0.03,0.0,0.02,0.01,2001
12415,The Fast and the Furious,PS2,Racing,2.0,0.06,0.03,0.0,0.02,0.01,2006
12416,Spintires: MudRunner - American Wilds,NS,Racing,2.0,0.06,0.05,0.0,0.0,0.01,2018
12417,Scrabble Blast!,GBA,Misc,2.0,0.06,0.04,0.0,0.01,0.0,2005
12418,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,Misc,2.0,0.06,0.0,0.06,0.0,0.0,2008
12419,Brain Quest: Grades 3 & 4,DS,Misc,2.0,0.06,0.05,0.0,0.0,0.0,2008
12420,CMT Presents: Karaoke Revolution Country,PS2,Misc,2.0,0.06,0.03,0.0,0.02,0.01,2006
12421,Jacqueline Wilson's Tracy Beaker: The Game,DS,Misc,2.0,0.06,0.0,0.0,0.05,0.0,2009
12422,Atari's Greatest Hits: Volume 2,DS,Misc,2.0,0.06,0.05,0.0,0.0,0.0,2011
12423,To Heart 2: Dungeon Travelers,PSV,Adventure,2.0,0.06,0.0,0.06,0.0,0.0,2015
12424,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,Adventure,2.0,0.06,0.0,0.06,0.0,0.0,2008
12425,Tokimeki no Houkago,PS,Misc,2.0,0.06,0.0,0.06,0.0,0.0,1998
12426,The Pinball of the Dead,GBA,Misc,2.0,0.06,0.05,0.0,0.02,0.0,2002
12427,Gunbird,SAT,Shooter,2.0,0.06,0.0,0.06,0.0,0.0,1995
12428,Hunting Simulator,XOne,Shooter,2.0,0.06,0.05,0.0,0.0,0.01,2017
12429,Elemental Gearbolt,PS,Shooter,2.0,0.06,0.03,0.0,0.02,0.0,1998
12430,Tom Clancy's Rainbow Six 3,GC,Shooter,6.5,0.06,0.04,0.0,0.01,0.0,2004
12431,Backyard NFL Football '08,PS2,Sports,6.5,0.06,0.03,0.0,0.02,0.01,2007
12432,Cabela's Big Game Hunter 2005 Adventures,GBA,Sports,6.5,0.06,0.04,0.0,0.01,0.0,2004
12433,Pro Yakyuu Famista 2011,3DS,Sports,6.5,0.06,0.0,0.06,0.0,0.0,2011
12434,The Amazing Spider-Man 2 (2014),3DS,Action-Adventure,6.5,0.06,0.03,0.0,0.03,0.01,2014
12435,Tenchi Muyou! Ryoukouki Gokuraku,SAT,Adventure,6.5,0.06,0.0,0.06,0.0,0.0,1995
12436,Theresia...,DS,Adventure,6.5,0.06,0.05,0.0,0.0,0.0,2008
12437,Kekkon: Marriage,SAT,Adventure,6.5,0.06,0.0,0.06,0.0,0.0,1995
12438,KimiKiss,PS2,Adventure,6.5,0.06,0.0,0.06,0.0,0.0,2006
12439,Handball 16,PS4,Sports,6.5,0.06,0.0,0.0,0.05,0.01,2015
12440,Assassin's Creed Odyssey,PC,Action-Adventure,6.5,0.06,0.0,0.0,0.06,0.0,2018
12441,Backyard Skateboarding 2006,GBA,Sports,6.5,0.06,0.04,0.0,0.02,0.0,2004
12442,Minna no Sukkiri,PSP,Sports,6.5,0.06,0.0,0.06,0.0,0.0,2009
12443,Asterix and Obelix XXL2,NS,Action-Adventure,6.5,0.06,0.0,0.0,0.06,0.0,2018
12444,Conan Exiles,XOne,Action-Adventure,6.5,0.06,0.05,0.0,0.01,0.01,2018
12445,Diva Girls: Divas on Ice,DS,Sports,6.5,0.06,0.05,0.0,0.0,0.0,2009
