Campaign_ID,Conversion_Rate,ROI,Location,Language,Engagement_Score_Segment
157244,0.06,2.1,Los Angeles,Spanish,Greater than or equal to 7
157246,0.11,6.93,Houston,French,Greater than or equal to 7
157249,0.11,2.56,Chicago,German,Greater than or equal to 7
157258,0.13,3.95,Chicago,Mandarin,Greater than or equal to 7
157261,0.06,5.31,Los Angeles,French,Greater than or equal to 7
157264,0.02,4.11,Miami,Mandarin,Greater than or equal to 7
157266,0.1,5.89,Chicago,Mandarin,Greater than or equal to 7
157267,0.04,4.15,Houston,French,Greater than or equal to 7
157275,0.06,3.85,Miami,French,Greater than or equal to 7
157279,0.04,7.02,Miami,French,Greater than or equal to 7
157280,0.04,7.7,Houston,English,Greater than or equal to 7
157283,0.05,3.94,Chicago,French,Greater than or equal to 7
157284,0.1,3.26,Miami,Mandarin,Greater than or equal to 7
157286,0.15,6.77,Los Angeles,Spanish,Greater than or equal to 7
157290,0.11,4.59,New York,English,Greater than or equal to 7
157291,0.02,7.31,New York,Mandarin,Greater than or equal to 7
157292,0.08,4.03,Houston,French,Greater than or equal to 7
157294,0.08,6.17,Los Angeles,Spanish,Greater than or equal to 7
157296,0.07,4.5,Chicago,French,Greater than or equal to 7
157297,0.14,7.92,Miami,Spanish,Greater than or equal to 7
157299,0.13,2.51,New York,Spanish,Greater than or equal to 7
157305,0.08,2.75,Chicago,French,Greater than or equal to 7
157306,0.07,5.17,Chicago,French,Greater than or equal to 7
157307,0.04,5.62,New York,French,Greater than or equal to 7
157309,0.14,2.04,Los Angeles,French,Greater than or equal to 7
157312,0.07,2.27,Los Angeles,Spanish,Greater than or equal to 7
157313,0.04,5.71,Miami,Mandarin,Greater than or equal to 7
157318,0.07,5.94,New York,French,Greater than or equal to 7
157320,0.08,2.67,Miami,English,Greater than or equal to 7
157321,0.14,2.75,New York,Mandarin,Greater than or equal to 7
157325,0.1,2.02,Los Angeles,German,Greater than or equal to 7
157330,0.13,6.46,New York,German,Greater than or equal to 7
157335,0.08,3.34,Chicago,German,Greater than or equal to 7
157336,0.14,5.97,Miami,Spanish,Greater than or equal to 7
157338,0.05,5.05,New York,French,Greater than or equal to 7
157350,0.11,3.61,Los Angeles,German,Greater than or equal to 7
157354,0.09,6.46,Chicago,German,Greater than or equal to 7
157356,0.05,7.19,Chicago,French,Greater than or equal to 7
157359,0.02,3.4,Miami,Spanish,Greater than or equal to 7
157364,0.08,6.05,Houston,Mandarin,Greater than or equal to 7
157366,0.13,6.09,Houston,French,Greater than or equal to 7
157367,0.11,2.62,Miami,Spanish,Greater than or equal to 7
157370,0.03,4.49,Chicago,English,Greater than or equal to 7
157375,0.11,7.4,New York,Spanish,Greater than or equal to 7
157378,0.08,2.69,Miami,German,Greater than or equal to 7
157379,0.07,5.67,Los Angeles,French,Greater than or equal to 7
157382,0.13,4.21,Houston,Spanish,Greater than or equal to 7
157386,0.08,2.04,Los Angeles,German,Greater than or equal to 7
157390,0.12,7.87,Chicago,German,Greater than or equal to 7
157394,0.13,7.44,Miami,English,Greater than or equal to 7
157397,0.09,6.22,Houston,German,Greater than or equal to 7
157400,0.01,6.99,Chicago,Mandarin,Greater than or equal to 7
157401,0.13,5.95,New York,Mandarin,Greater than or equal to 7
157402,0.14,5.36,Los Angeles,French,Greater than or equal to 7
157404,0.01,2.6,New York,English,Greater than or equal to 7
157405,0.08,5.83,Los Angeles,English,Greater than or equal to 7
157407,0.08,6.18,Los Angeles,Spanish,Greater than or equal to 7
157409,0.13,5.19,Chicago,French,Greater than or equal to 7
157410,0.03,7.43,Los Angeles,English,Greater than or equal to 7
157415,0.14,6.25,Houston,French,Greater than or equal to 7
157417,0.06,7.94,Chicago,English,Greater than or equal to 7
157419,0.02,6.34,Los Angeles,Spanish,Greater than or equal to 7
157422,0.03,4.96,Houston,Spanish,Greater than or equal to 7
157423,0.11,4.05,Chicago,English,Greater than or equal to 7
157424,0.03,2.73,Chicago,Spanish,Greater than or equal to 7
157426,0.13,4.15,Los Angeles,English,Greater than or equal to 7
157427,0.02,6.25,New York,German,Greater than or equal to 7
157428,0.1,4.91,Chicago,English,Greater than or equal to 7
157430,0.14,3.43,Chicago,Mandarin,Greater than or equal to 7
157435,0.09,7.94,Miami,Mandarin,Greater than or equal to 7
157436,0.07,7.52,Miami,German,Greater than or equal to 7
157437,0.09,6.7,Los Angeles,English,Greater than or equal to 7
157440,0.08,7.31,Chicago,German,Greater than or equal to 7
157441,0.04,4.74,Miami,Spanish,Greater than or equal to 7
157445,0.02,5.71,New York,Spanish,Greater than or equal to 7
157449,0.15,7.99,Chicago,Mandarin,Greater than or equal to 7
157454,0.02,6.45,Houston,Spanish,Greater than or equal to 7
157458,0.03,5.51,Chicago,English,Greater than or equal to 7
157460,0.13,3.32,New York,Mandarin,Greater than or equal to 7
157465,0.08,6.26,Los Angeles,French,Greater than or equal to 7
157466,0.04,3.7,Miami,Mandarin,Greater than or equal to 7
157471,0.11,2.9,Miami,Spanish,Greater than or equal to 7
157476,0.12,2.23,Los Angeles,English,Greater than or equal to 7
157478,0.13,7.83,Los Angeles,Mandarin,Greater than or equal to 7
157488,0.04,5.92,Miami,English,Greater than or equal to 7
157489,0.07,4.86,Los Angeles,English,Greater than or equal to 7
157494,0.14,4.92,Los Angeles,German,Greater than or equal to 7
157499,0.11,4.59,Miami,Mandarin,Greater than or equal to 7
157500,0.06,2.13,Chicago,Spanish,Greater than or equal to 7
157502,0.13,5.12,Houston,Spanish,Greater than or equal to 7
157504,0.1,3.55,Chicago,Spanish,Greater than or equal to 7
157512,0.11,7.25,Los Angeles,Mandarin,Greater than or equal to 7
157513,0.02,7.65,New York,French,Greater than or equal to 7
157517,0.13,3.5,Chicago,Spanish,Greater than or equal to 7
157518,0.09,4.03,Chicago,Mandarin,Greater than or equal to 7
157522,0.11,4.89,Houston,English,Greater than or equal to 7
157525,0.04,7.23,Chicago,English,Greater than or equal to 7
157533,0.09,4.83,Miami,English,Greater than or equal to 7
157534,0.09,4.51,New York,German,Greater than or equal to 7
157535,0.12,5.21,Miami,German,Greater than or equal to 7
157537,0.03,7.97,New York,Spanish,Greater than or equal to 7
157538,0.11,2.11,Chicago,English,Greater than or equal to 7
157539,0.02,7.58,Houston,Mandarin,Greater than or equal to 7
157543,0.14,5.05,New York,Mandarin,Greater than or equal to 7
157545,0.1,2.16,Chicago,German,Greater than or equal to 7
157547,0.01,3.12,Houston,Spanish,Greater than or equal to 7
157548,0.05,2.32,New York,German,Greater than or equal to 7
157549,0.06,7.4,Los Angeles,French,Greater than or equal to 7
157550,0.08,7.76,New York,English,Greater than or equal to 7
157551,0.02,2.7,Houston,Spanish,Greater than or equal to 7
157552,0.03,6.68,Chicago,French,Greater than or equal to 7
157554,0.06,5.04,Miami,Spanish,Greater than or equal to 7
157555,0.02,5.53,Houston,French,Greater than or equal to 7
157560,0.12,7.53,Miami,French,Greater than or equal to 7
157561,0.06,6.81,Chicago,German,Greater than or equal to 7
157563,0.12,3.27,Houston,Spanish,Greater than or equal to 7
157565,0.08,6.24,New York,German,Greater than or equal to 7
157571,0.11,7.81,Houston,French,Greater than or equal to 7
157572,0.07,3.2,Chicago,French,Greater than or equal to 7
157573,0.02,5.99,Los Angeles,French,Greater than or equal to 7
157576,0.1,5.76,Los Angeles,French,Greater than or equal to 7
157582,0.06,3.07,Houston,French,Greater than or equal to 7
157588,0.09,2.45,Los Angeles,French,Greater than or equal to 7
157590,0.04,2.99,Houston,Mandarin,Greater than or equal to 7
157591,0.07,6.2,Los Angeles,Spanish,Greater than or equal to 7
157592,0.01,4.32,New York,French,Greater than or equal to 7
157593,0.08,7.93,Chicago,German,Greater than or equal to 7
157599,0.06,5,Los Angeles,Mandarin,Greater than or equal to 7
157601,0.07,6.81,Chicago,German,Greater than or equal to 7
157605,0.13,3.36,Chicago,Mandarin,Greater than or equal to 7
157608,0.02,6.03,Houston,French,Greater than or equal to 7
157611,0.12,5.31,Chicago,French,Greater than or equal to 7
157615,0.04,2.89,Los Angeles,French,Greater than or equal to 7
157619,0.03,7.01,New York,German,Greater than or equal to 7
157620,0.08,3.71,Chicago,Spanish,Greater than or equal to 7
157624,0.14,2.53,Houston,Spanish,Greater than or equal to 7
157629,0.03,7.59,New York,Mandarin,Greater than or equal to 7
157630,0.07,3.97,New York,English,Greater than or equal to 7
157635,0.12,4.3,Miami,English,Greater than or equal to 7
157636,0.05,7.04,Miami,German,Greater than or equal to 7
157637,0.08,5.16,Los Angeles,German,Greater than or equal to 7
157642,0.12,5.76,Houston,German,Greater than or equal to 7
157645,0.15,5.28,Los Angeles,Spanish,Greater than or equal to 7
157647,0.02,7.07,Chicago,German,Greater than or equal to 7
157652,0.04,4.57,Miami,Spanish,Greater than or equal to 7
157654,0.06,3.5,Miami,English,Greater than or equal to 7
157657,0.11,7.45,New York,Spanish,Greater than or equal to 7
157660,0.04,4.88,Miami,German,Greater than or equal to 7
157664,0.03,4.3,Los Angeles,Spanish,Greater than or equal to 7
157667,0.04,3.42,Los Angeles,Spanish,Greater than or equal to 7
157668,0.07,4.67,Chicago,Mandarin,Greater than or equal to 7
157669,0.12,2.55,Miami,French,Greater than or equal to 7
157670,0.12,4.48,Houston,French,Greater than or equal to 7
157672,0.06,6.28,Houston,Mandarin,Greater than or equal to 7
157677,0.14,2.86,Houston,German,Greater than or equal to 7
157678,0.13,2.17,New York,English,Greater than or equal to 7
157680,0.13,5.82,Houston,English,Greater than or equal to 7
157681,0.1,7.38,Chicago,English,Greater than or equal to 7
157689,0.09,5.97,Houston,German,Greater than or equal to 7
157693,0.08,4.73,Houston,Mandarin,Greater than or equal to 7
157700,0.13,7.5,Houston,French,Greater than or equal to 7
157702,0.04,6.4,Houston,French,Greater than or equal to 7
157703,0.12,6.7,New York,German,Greater than or equal to 7
157704,0.06,6.95,New York,English,Greater than or equal to 7
157705,0.13,2.33,Houston,English,Greater than or equal to 7
157708,0.04,7.54,Los Angeles,Spanish,Greater than or equal to 7
157710,0.05,3.76,Los Angeles,Mandarin,Greater than or equal to 7
157711,0.01,2.65,Los Angeles,German,Greater than or equal to 7
157712,0.08,5.32,Houston,English,Greater than or equal to 7
157714,0.12,4.23,Los Angeles,English,Greater than or equal to 7
157717,0.02,7.14,Chicago,German,Greater than or equal to 7
157718,0.12,4.76,Houston,French,Greater than or equal to 7
157720,0.11,4.35,New York,Spanish,Greater than or equal to 7
157721,0.04,2.32,New York,Spanish,Greater than or equal to 7
157724,0.14,5.41,Houston,Mandarin,Greater than or equal to 7
157728,0.01,7.81,Houston,Spanish,Greater than or equal to 7
157730,0.1,3.23,Houston,Spanish,Greater than or equal to 7
157732,0.03,3.74,Chicago,German,Greater than or equal to 7
157736,0.02,3.07,Los Angeles,English,Greater than or equal to 7
157739,0.08,3.91,New York,Spanish,Greater than or equal to 7
157740,0.05,3.29,Houston,Spanish,Greater than or equal to 7
157743,0.11,3.46,Miami,German,Greater than or equal to 7
157744,0.12,7.39,Miami,French,Greater than or equal to 7
157747,0.04,3.75,Los Angeles,Mandarin,Greater than or equal to 7
157750,0.07,2.04,Houston,English,Greater than or equal to 7
157753,0.14,4.32,Chicago,Spanish,Greater than or equal to 7
157756,0.13,4.07,Los Angeles,French,Greater than or equal to 7
157759,0.12,6.76,Houston,English,Greater than or equal to 7
157760,0.1,2.53,Chicago,Mandarin,Greater than or equal to 7
157763,0.03,4.8,New York,English,Greater than or equal to 7
157764,0.04,7.04,New York,Mandarin,Greater than or equal to 7
157767,0.04,6.4,Houston,English,Greater than or equal to 7
157768,0.04,5.6,Los Angeles,German,Greater than or equal to 7
157770,0.03,3.23,Miami,French,Greater than or equal to 7
157776,0.12,6.13,Houston,German,Greater than or equal to 7
157779,0.05,2.53,Houston,German,Greater than or equal to 7
157781,0.13,2.42,New York,German,Greater than or equal to 7
157784,0.08,3.93,Houston,English,Greater than or equal to 7
157790,0.05,7.3,Los Angeles,Spanish,Greater than or equal to 7
157793,0.09,4.65,Chicago,Mandarin,Greater than or equal to 7
157794,0.12,4.95,Miami,Mandarin,Greater than or equal to 7
157795,0.08,5.01,Houston,Mandarin,Greater than or equal to 7
157804,0.07,5.58,Houston,Spanish,Greater than or equal to 7
157805,0.04,6.83,Los Angeles,Mandarin,Greater than or equal to 7
157806,0.13,4.59,Chicago,French,Greater than or equal to 7
157807,0.11,4.71,Chicago,English,Greater than or equal to 7
157809,0.11,7.67,Chicago,Mandarin,Greater than or equal to 7
157812,0.08,5.03,New York,German,Greater than or equal to 7
157813,0.1,2.19,Los Angeles,German,Greater than or equal to 7
157814,0.03,5.53,Houston,German,Greater than or equal to 7
157817,0.05,2.53,Miami,French,Greater than or equal to 7
157818,0.09,4.23,Houston,Mandarin,Greater than or equal to 7
157819,0.02,5.35,Chicago,Mandarin,Greater than or equal to 7
157820,0.13,5.85,Miami,English,Greater than or equal to 7
157821,0.12,5.02,Houston,German,Greater than or equal to 7
157823,0.04,6.1,Chicago,German,Greater than or equal to 7
157827,0.13,5.82,New York,Mandarin,Greater than or equal to 7
157830,0.1,6.01,Houston,German,Greater than or equal to 7
157832,0.06,2.99,Chicago,German,Greater than or equal to 7
157833,0.03,2.63,Miami,French,Greater than or equal to 7
157836,0.1,4.18,Miami,English,Greater than or equal to 7
157838,0.02,2.12,Houston,Mandarin,Greater than or equal to 7
157839,0.14,2.33,Miami,English,Greater than or equal to 7
157840,0.06,3.26,New York,Spanish,Greater than or equal to 7
157841,0.02,5.31,Miami,Mandarin,Greater than or equal to 7
157842,0.09,4.28,Chicago,German,Greater than or equal to 7
157844,0.11,6.14,New York,German,Greater than or equal to 7
157845,0.07,5.72,Miami,English,Greater than or equal to 7
157847,0.06,7.09,Chicago,French,Greater than or equal to 7
157851,0.14,6.36,Los Angeles,German,Greater than or equal to 7
157853,0.12,6.27,Chicago,Spanish,Greater than or equal to 7
157858,0.06,6.6,New York,Spanish,Greater than or equal to 7
157863,0.14,2.81,New York,German,Greater than or equal to 7
157866,0.03,5,New York,English,Greater than or equal to 7
157867,0.05,6.27,Los Angeles,English,Greater than or equal to 7
157875,0.06,2.84,Miami,Spanish,Greater than or equal to 7
157878,0.02,2.59,New York,English,Greater than or equal to 7
157882,0.12,4.12,New York,German,Greater than or equal to 7
157885,0.03,5.09,Miami,Mandarin,Greater than or equal to 7
157886,0.01,7.01,Miami,Mandarin,Greater than or equal to 7
157889,0.11,7.59,New York,English,Greater than or equal to 7
157890,0.07,7,Miami,Spanish,Greater than or equal to 7
157893,0.08,2.42,New York,Spanish,Greater than or equal to 7
157897,0.09,5.7,Houston,French,Greater than or equal to 7
157898,0.12,6.04,Houston,Spanish,Greater than or equal to 7
157899,0.13,2.51,Los Angeles,Spanish,Greater than or equal to 7
157901,0.14,3.4,New York,Mandarin,Greater than or equal to 7
157904,0.14,3.74,Miami,English,Greater than or equal to 7
157906,0.15,5.53,Chicago,German,Greater than or equal to 7
157907,0.08,7.78,Houston,English,Greater than or equal to 7
157909,0.13,5.71,Los Angeles,Spanish,Greater than or equal to 7
157910,0.11,7.41,Los Angeles,French,Greater than or equal to 7
157912,0.09,5.28,Miami,English,Greater than or equal to 7
157914,0.04,5.31,Chicago,French,Greater than or equal to 7
157915,0.04,7.22,Houston,English,Greater than or equal to 7
157918,0.04,6.86,New York,Spanish,Greater than or equal to 7
157923,0.1,4.96,New York,French,Greater than or equal to 7
157925,0.11,6.49,New York,Mandarin,Greater than or equal to 7
157927,0.15,3.21,New York,Mandarin,Greater than or equal to 7
157931,0.1,4.24,Los Angeles,Spanish,Greater than or equal to 7
157934,0.09,7.42,New York,French,Greater than or equal to 7
157937,0.01,3.13,Los Angeles,English,Greater than or equal to 7
157940,0.13,2.96,Chicago,Spanish,Greater than or equal to 7
157942,0.12,5.17,Miami,French,Greater than or equal to 7
157944,0.02,2.65,Houston,Mandarin,Greater than or equal to 7
157945,0.02,4.61,Chicago,German,Greater than or equal to 7
157946,0.11,3.75,Los Angeles,Spanish,Greater than or equal to 7
157947,0.02,5.06,Miami,German,Greater than or equal to 7
157950,0.07,4.14,Houston,German,Greater than or equal to 7
157953,0.13,4.73,New York,English,Greater than or equal to 7
157956,0.03,5.56,New York,Mandarin,Greater than or equal to 7
157958,0.11,5.57,New York,English,Greater than or equal to 7
157961,0.07,4.05,Miami,French,Greater than or equal to 7
157962,0.06,6.02,Los Angeles,Spanish,Greater than or equal to 7
157965,0.12,6.25,Chicago,English,Greater than or equal to 7
157968,0.15,2.89,Chicago,English,Greater than or equal to 7
157971,0.07,3.87,Houston,English,Greater than or equal to 7
157977,0.02,4.06,Los Angeles,English,Greater than or equal to 7
157979,0.13,5.65,Houston,Spanish,Greater than or equal to 7
157980,0.11,7.43,Houston,Spanish,Greater than or equal to 7
157983,0.13,2.34,New York,German,Greater than or equal to 7
157986,0.05,3.97,Los Angeles,Mandarin,Greater than or equal to 7
157988,0.06,2.43,New York,English,Greater than or equal to 7
157992,0.11,6.08,New York,Mandarin,Greater than or equal to 7
157994,0.07,5.84,Chicago,English,Greater than or equal to 7
157996,0.12,2.46,Chicago,Spanish,Greater than or equal to 7
157999,0.09,2.79,Houston,French,Greater than or equal to 7
158001,0.09,7.7,Miami,Mandarin,Greater than or equal to 7
158005,0.11,5.34,Los Angeles,English,Greater than or equal to 7
158006,0.01,3.02,Los Angeles,Spanish,Greater than or equal to 7
158007,0.07,3.26,Los Angeles,Mandarin,Greater than or equal to 7
158010,0.1,2.27,Miami,French,Greater than or equal to 7
158012,0.02,7.57,Houston,German,Greater than or equal to 7
158014,0.05,5.25,Miami,German,Greater than or equal to 7
158015,0.07,3.84,Houston,Mandarin,Greater than or equal to 7
158021,0.12,3.27,Los Angeles,French,Greater than or equal to 7
158022,0.12,3.61,Miami,Spanish,Greater than or equal to 7
158027,0.14,7.86,New York,German,Greater than or equal to 7
158028,0.03,5.51,Houston,English,Greater than or equal to 7
158033,0.03,5.64,Chicago,Spanish,Greater than or equal to 7
158035,0.12,7.69,Houston,German,Greater than or equal to 7
158039,0.11,4.87,New York,Mandarin,Greater than or equal to 7
158041,0.07,4.78,Miami,French,Greater than or equal to 7
158044,0.06,5.72,Los Angeles,German,Greater than or equal to 7
158046,0.02,3.66,Houston,Mandarin,Greater than or equal to 7
158050,0.04,3.25,Miami,English,Greater than or equal to 7
158055,0.09,2.25,Los Angeles,English,Greater than or equal to 7
158060,0.04,4.27,New York,French,Greater than or equal to 7
158062,0.09,7.92,Houston,English,Greater than or equal to 7
158067,0.03,4.27,Miami,French,Greater than or equal to 7
158069,0.05,4.44,Miami,Mandarin,Greater than or equal to 7
158071,0.08,5.74,Los Angeles,Spanish,Greater than or equal to 7
158072,0.05,5.96,Los Angeles,Spanish,Greater than or equal to 7
158073,0.04,5.85,Miami,German,Greater than or equal to 7
158077,0.01,7.8,Los Angeles,Mandarin,Greater than or equal to 7
158078,0.09,3.2,Houston,French,Greater than or equal to 7
158079,0.07,4.62,Los Angeles,Spanish,Greater than or equal to 7
158080,0.12,4.95,Houston,French,Greater than or equal to 7
158083,0.11,2.39,Miami,German,Greater than or equal to 7
158085,0.13,7.83,Houston,English,Greater than or equal to 7
158087,0.04,2.65,New York,English,Greater than or equal to 7
158088,0.04,6.96,Los Angeles,English,Greater than or equal to 7
158089,0.04,7.98,Miami,German,Greater than or equal to 7
158092,0.13,4.48,Miami,Spanish,Greater than or equal to 7
158094,0.11,3.76,Los Angeles,French,Greater than or equal to 7
158095,0.1,7.33,New York,English,Greater than or equal to 7
158096,0.05,5.81,New York,English,Greater than or equal to 7
158097,0.09,3.41,Los Angeles,French,Greater than or equal to 7
158098,0.15,5.38,Los Angeles,German,Greater than or equal to 7
158100,0.09,4.12,Los Angeles,English,Greater than or equal to 7
158104,0.12,2.97,Houston,French,Greater than or equal to 7
158105,0.09,6.28,Miami,German,Greater than or equal to 7
158107,0.04,6.03,New York,English,Greater than or equal to 7
158108,0.09,6.36,New York,German,Greater than or equal to 7
158110,0.11,2.33,Chicago,Mandarin,Greater than or equal to 7
158112,0.07,2.94,Miami,French,Greater than or equal to 7
158114,0.11,2.53,New York,German,Greater than or equal to 7
158115,0.1,3.71,Miami,English,Greater than or equal to 7
158119,0.02,5.17,New York,Mandarin,Greater than or equal to 7
158120,0.04,5.93,Chicago,Spanish,Greater than or equal to 7
158122,0.13,5.17,Miami,German,Greater than or equal to 7
158124,0.07,3.7,Los Angeles,French,Greater than or equal to 7
158126,0.12,3.58,Los Angeles,English,Greater than or equal to 7
158128,0.14,7.44,Miami,Spanish,Greater than or equal to 7
158132,0.04,4.7,Houston,English,Greater than or equal to 7
158135,0.04,2.94,Chicago,French,Greater than or equal to 7
158139,0.04,3.86,New York,Mandarin,Greater than or equal to 7
158141,0.04,6.36,Miami,English,Greater than or equal to 7
158148,0.03,7.32,Houston,German,Greater than or equal to 7
158149,0.13,6.78,Houston,Mandarin,Greater than or equal to 7
158150,0.12,3.2,Los Angeles,Spanish,Greater than or equal to 7
158152,0.14,2.98,Los Angeles,Mandarin,Greater than or equal to 7
158157,0.03,4.94,Chicago,Spanish,Greater than or equal to 7
158158,0.07,2.7,New York,Spanish,Greater than or equal to 7
158160,0.03,5.43,Houston,German,Greater than or equal to 7
158165,0.13,4.63,Los Angeles,Spanish,Greater than or equal to 7
158166,0.14,3.89,New York,Spanish,Greater than or equal to 7
158168,0.03,3.64,Houston,Spanish,Greater than or equal to 7
158170,0.13,5.62,Miami,Spanish,Greater than or equal to 7
158172,0.11,5.65,New York,Mandarin,Greater than or equal to 7
158175,0.02,6.83,Los Angeles,Mandarin,Greater than or equal to 7
158177,0.1,7.4,Houston,Mandarin,Greater than or equal to 7
158181,0.15,7.28,Miami,Mandarin,Greater than or equal to 7
158182,0.06,5.38,Houston,French,Greater than or equal to 7
158184,0.11,7.11,Chicago,French,Greater than or equal to 7
158186,0.1,2.54,Miami,French,Greater than or equal to 7
158191,0.13,7.9,New York,German,Greater than or equal to 7
158192,0.01,4.3,Los Angeles,English,Greater than or equal to 7
158193,0.1,3.35,Miami,English,Greater than or equal to 7
158195,0.01,4.91,Los Angeles,Mandarin,Greater than or equal to 7
158198,0.13,7.31,Chicago,German,Greater than or equal to 7
158200,0.11,6.87,Miami,German,Greater than or equal to 7
158203,0.03,6.43,Chicago,French,Greater than or equal to 7
158204,0.05,2.75,Chicago,French,Greater than or equal to 7
158206,0.15,7.42,Los Angeles,French,Greater than or equal to 7
158207,0.11,7.48,Houston,German,Greater than or equal to 7
158209,0.03,4.89,Miami,Mandarin,Greater than or equal to 7
158210,0.03,3.03,Chicago,English,Greater than or equal to 7
158212,0.05,7.08,New York,French,Greater than or equal to 7
158216,0.14,5.31,Los Angeles,English,Greater than or equal to 7
158217,0.02,6.51,New York,Spanish,Greater than or equal to 7
158220,0.02,6.56,Los Angeles,Mandarin,Greater than or equal to 7
158223,0.14,6.41,Los Angeles,French,Greater than or equal to 7
158224,0.12,7.65,Chicago,Spanish,Greater than or equal to 7
158227,0.13,5.92,Houston,French,Greater than or equal to 7
158231,0.04,7.79,Los Angeles,French,Greater than or equal to 7
158232,0.1,6.04,New York,Mandarin,Greater than or equal to 7
158235,0.14,5.82,Los Angeles,French,Greater than or equal to 7
158236,0.14,2.49,Houston,German,Greater than or equal to 7
158238,0.13,4.65,Miami,Spanish,Greater than or equal to 7
158244,0.07,3.28,Houston,French,Greater than or equal to 7
158245,0.04,4.52,Chicago,German,Greater than or equal to 7
158249,0.12,7.51,Miami,German,Greater than or equal to 7
158251,0.15,2.71,Chicago,German,Greater than or equal to 7
158253,0.1,3.61,Miami,French,Greater than or equal to 7
158261,0.14,2.76,Miami,French,Greater than or equal to 7
158262,0.1,7.43,Miami,English,Greater than or equal to 7
158264,0.15,6.55,Miami,Spanish,Greater than or equal to 7
158270,0.08,7.56,Los Angeles,English,Greater than or equal to 7
158274,0.12,5.94,New York,French,Greater than or equal to 7
158278,0.14,2.84,New York,French,Greater than or equal to 7
158281,0.12,7.25,New York,Mandarin,Greater than or equal to 7
158282,0.14,7.1,New York,French,Greater than or equal to 7
158287,0.06,2.13,Los Angeles,French,Greater than or equal to 7
158288,0.12,2.12,Miami,Spanish,Greater than or equal to 7
158290,0.02,4.59,New York,Mandarin,Greater than or equal to 7
158300,0.1,7.11,Los Angeles,German,Greater than or equal to 7
158302,0.05,2.65,Houston,French,Greater than or equal to 7
158304,0.08,7.06,Los Angeles,Mandarin,Greater than or equal to 7
158306,0.14,6.87,New York,German,Greater than or equal to 7
158310,0.02,3.43,New York,English,Greater than or equal to 7
158317,0.07,3.69,Miami,English,Greater than or equal to 7
158320,0.03,2.97,New York,French,Greater than or equal to 7
158321,0.08,2.05,Chicago,Mandarin,Greater than or equal to 7
158323,0.03,4.97,New York,English,Greater than or equal to 7
158326,0.03,7.77,New York,Spanish,Greater than or equal to 7
158327,0.09,2.32,Houston,Spanish,Greater than or equal to 7
158328,0.02,5.37,Houston,Spanish,Greater than or equal to 7
158332,0.09,4.68,Houston,German,Greater than or equal to 7
158333,0.1,6.32,Houston,Spanish,Greater than or equal to 7
158334,0.02,4.8,Chicago,French,Greater than or equal to 7
158335,0.09,4.47,Chicago,Spanish,Greater than or equal to 7
158336,0.14,3.33,Los Angeles,German,Greater than or equal to 7
158339,0.15,7.92,Houston,Mandarin,Greater than or equal to 7
158345,0.06,5.72,Houston,German,Greater than or equal to 7
158346,0.06,4.7,Houston,English,Greater than or equal to 7
158348,0.15,7.34,Houston,Spanish,Greater than or equal to 7
158351,0.08,3.34,Miami,Spanish,Greater than or equal to 7
158353,0.02,3.34,Chicago,German,Greater than or equal to 7
158354,0.12,7.88,Houston,German,Greater than or equal to 7
158355,0.1,4.94,Houston,Spanish,Greater than or equal to 7
158360,0.04,6.65,Houston,German,Greater than or equal to 7
158367,0.15,5.43,Houston,Spanish,Greater than or equal to 7
158368,0.06,6.92,Chicago,English,Greater than or equal to 7
158372,0.1,6.81,New York,Mandarin,Greater than or equal to 7
158373,0.11,3.25,Houston,French,Greater than or equal to 7
158375,0.14,4.31,Chicago,Spanish,Greater than or equal to 7
158380,0.1,2.2,Chicago,German,Greater than or equal to 7
158383,0.09,4.88,Miami,English,Greater than or equal to 7
158392,0.06,7.93,Miami,English,Greater than or equal to 7
158394,0.05,7.75,Houston,German,Greater than or equal to 7
158398,0.08,3.19,New York,English,Greater than or equal to 7
158400,0.07,2.54,Houston,Mandarin,Greater than or equal to 7
158402,0.08,2.33,New York,Mandarin,Greater than or equal to 7
158404,0.13,7,New York,Mandarin,Greater than or equal to 7
158407,0.11,7.55,Miami,German,Greater than or equal to 7
158408,0.13,5.16,Los Angeles,Spanish,Greater than or equal to 7
158409,0.09,7.03,New York,Spanish,Greater than or equal to 7
158411,0.01,3.27,Miami,English,Greater than or equal to 7
158413,0.08,3.19,Los Angeles,Mandarin,Greater than or equal to 7
158414,0.04,5.82,Los Angeles,English,Greater than or equal to 7
158415,0.01,6.02,Chicago,Spanish,Greater than or equal to 7
158416,0.14,7.04,Miami,French,Greater than or equal to 7
158418,0.05,2.81,Los Angeles,German,Greater than or equal to 7
158421,0.13,3.99,Houston,German,Greater than or equal to 7
158429,0.1,3.9,Houston,English,Greater than or equal to 7
158434,0.12,2.91,Chicago,Spanish,Greater than or equal to 7
158435,0.13,3.66,Miami,English,Greater than or equal to 7
158438,0.13,7.07,Chicago,Mandarin,Greater than or equal to 7
158440,0.13,3.04,Los Angeles,Spanish,Greater than or equal to 7
158441,0.1,6.25,Houston,English,Greater than or equal to 7
158442,0.06,4.14,Los Angeles,German,Greater than or equal to 7
158445,0.12,4.29,Los Angeles,Spanish,Greater than or equal to 7
158450,0.06,5.04,Los Angeles,Spanish,Greater than or equal to 7
158454,0.05,4.78,Los Angeles,German,Greater than or equal to 7
