Campaign_ID,Campaign_Type,Channel_Used,Conversion_Rate,Customer_Segment,Date,Engagement_Score_Segment,Click_Thru_Rate
191887,Search,Instagram,0.12,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.074
191890,Search,Google Ads,0.08,Foodies,Wednesday,Greater than or equal to 7,0.035380027
191893,Display,Instagram,0.13,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.219035533
191894,Email,Email,0.1,Fashionistas,Sunday,Greater than or equal to 7,0.157004372
191895,Social Media,YouTube,0.03,Health & Wellness,Monday,Greater than or equal to 7,0.016913837
191896,Display,Instagram,0.01,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.225747629
191898,Email,Facebook,0.15,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.2804
191900,Search,Instagram,0.04,Fashionistas,Saturday,Greater than or equal to 7,0.219966722
191901,Social Media,Facebook,0.01,Fashionistas,Sunday,Greater than or equal to 7,0.291291291
191902,Search,Google Ads,0.06,Foodies,Monday,Greater than or equal to 7,0.031619048
191903,Social Media,Instagram,0.09,Foodies,Tuesday,Greater than or equal to 7,0.090553928
191904,Social Media,Instagram,0.1,Fashionistas,Wednesday,Greater than or equal to 7,0.092891141
191906,Display,Instagram,0.03,Outdoor Adventurers,Friday,Greater than or equal to 7,0.132460531
191907,Influencer,Website,0.05,Foodies,Saturday,Greater than or equal to 7,0.039183863
191910,Display,Google Ads,0.11,Fashionistas,Tuesday,Greater than or equal to 7,0.069153776
191912,Email,YouTube,0.04,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.119636964
191918,Email,YouTube,0.09,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.023840713
191923,Social Media,Facebook,0.05,Tech Enthusiasts,Monday,Greater than or equal to 7,0.107175895
191924,Email,Website,0.07,Fashionistas,Tuesday,Greater than or equal to 7,0.149683544
191926,Search,Instagram,0.12,Foodies,Thursday,Greater than or equal to 7,0.301256874
191927,Influencer,Email,0.03,Foodies,Friday,Greater than or equal to 7,0.206485278
191928,Email,Google Ads,0.11,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.106452364
191930,Social Media,Google Ads,0.13,Tech Enthusiasts,Monday,Greater than or equal to 7,0.080969479
191932,Email,Email,0.14,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.601186064
191933,Email,Google Ads,0.14,Foodies,Thursday,Greater than or equal to 7,0.029134721
191935,Email,Google Ads,0.04,Health & Wellness,Saturday,Greater than or equal to 7,0.022028036
191936,Email,Facebook,0.14,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.137666406
191939,Display,Website,0.13,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.081276963
191942,Display,YouTube,0.05,Foodies,Saturday,Greater than or equal to 7,0.377176015
191943,Display,Facebook,0.13,Foodies,Sunday,Greater than or equal to 7,0.21547421
191944,Search,Google Ads,0.14,Tech Enthusiasts,Monday,Greater than or equal to 7,0.052957892
191946,Display,Instagram,0.02,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.054698972
191949,Search,Google Ads,0.02,Foodies,Saturday,Greater than or equal to 7,0.162560582
191952,Social Media,Email,0.03,Fashionistas,Tuesday,Greater than or equal to 7,0.021612828
191955,Influencer,Website,0.08,Outdoor Adventurers,Friday,Greater than or equal to 7,0.136071887
191958,Email,Facebook,0.07,Outdoor Adventurers,Monday,Greater than or equal to 7,0.108643372
191960,Influencer,Google Ads,0.03,Foodies,Wednesday,Greater than or equal to 7,0.235687023
191964,Search,Email,0.12,Health & Wellness,Sunday,Greater than or equal to 7,0.026904635
191965,Email,Google Ads,0.11,Tech Enthusiasts,Monday,Greater than or equal to 7,0.018942216
191967,Email,Website,0.11,Health & Wellness,Wednesday,Greater than or equal to 7,0.105282738
191969,Social Media,Google Ads,0.02,Foodies,Friday,Greater than or equal to 7,0.023997507
191974,Email,Google Ads,0.06,Health & Wellness,Wednesday,Greater than or equal to 7,0.075879307
191979,Social Media,YouTube,0.08,Outdoor Adventurers,Monday,Greater than or equal to 7,0.097773767
191981,Display,Website,0.05,Fashionistas,Wednesday,Greater than or equal to 7,0.10349586
191983,Search,Website,0.07,Tech Enthusiasts,Friday,Greater than or equal to 7,0.026859945
191985,Email,Instagram,0.09,Fashionistas,Sunday,Greater than or equal to 7,0.259319287
191988,Email,Google Ads,0.13,Health & Wellness,Wednesday,Greater than or equal to 7,0.192761285
191990,Social Media,Instagram,0.03,Fashionistas,Friday,Greater than or equal to 7,0.23255814
191993,Social Media,Google Ads,0.03,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.025785855
191995,Search,Website,0.06,Health & Wellness,Tuesday,Greater than or equal to 7,0.135641487
191997,Search,Facebook,0.11,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.096336499
192000,Email,Instagram,0.13,Foodies,Sunday,Greater than or equal to 7,0.050085373
192001,Influencer,Google Ads,0.04,Fashionistas,Monday,Greater than or equal to 7,0.073394495
192003,Search,Website,0.07,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.038046993
192007,Influencer,Google Ads,0.12,Foodies,Sunday,Greater than or equal to 7,0.107320943
192008,Email,YouTube,0.1,Tech Enthusiasts,Monday,Greater than or equal to 7,0.072410256
192009,Influencer,Email,0.11,Fashionistas,Tuesday,Greater than or equal to 7,0.080307056
192010,Display,Website,0.07,Foodies,Wednesday,Greater than or equal to 7,0.49130174
192011,Display,Instagram,0.1,Health & Wellness,Thursday,Greater than or equal to 7,0.152514577
192012,Influencer,Google Ads,0.09,Tech Enthusiasts,Friday,Greater than or equal to 7,0.208271421
192015,Social Media,Website,0.08,Foodies,Monday,Greater than or equal to 7,0.22832244
192017,Display,YouTube,0.11,Foodies,Wednesday,Greater than or equal to 7,0.120380739
192023,Display,YouTube,0.14,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.176342072
192024,Search,Google Ads,0.05,Fashionistas,Wednesday,Greater than or equal to 7,0.068625147
192026,Search,Website,0.09,Fashionistas,Friday,Greater than or equal to 7,0.077298352
192029,Search,Instagram,0.02,Health & Wellness,Monday,Greater than or equal to 7,0.110220441
192030,Social Media,Website,0.14,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.108356062
192034,Display,YouTube,0.06,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.106803219
192035,Influencer,Google Ads,0.05,Foodies,Sunday,Greater than or equal to 7,0.025060453
192038,Email,Facebook,0.09,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.698065601
192041,Social Media,Facebook,0.12,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.123952203
192042,Search,Website,0.12,Fashionistas,Sunday,Greater than or equal to 7,0.19922179
192054,Social Media,Instagram,0.09,Tech Enthusiasts,Friday,Greater than or equal to 7,0.013802696
192055,Display,Instagram,0.07,Fashionistas,Saturday,Greater than or equal to 7,0.121947737
192056,Display,Website,0.13,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.306015038
192058,Social Media,Email,0.09,Fashionistas,Tuesday,Greater than or equal to 7,0.209915141
192062,Search,Facebook,0.11,Foodies,Saturday,Greater than or equal to 7,0.369219653
192064,Influencer,Instagram,0.02,Health & Wellness,Monday,Greater than or equal to 7,0.326289398
192069,Social Media,Facebook,0.11,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.111679119
192070,Email,YouTube,0.12,Health & Wellness,Sunday,Greater than or equal to 7,0.102297999
192071,Display,YouTube,0.02,Tech Enthusiasts,Monday,Greater than or equal to 7,0.114629678
192078,Email,Email,0.02,Fashionistas,Monday,Greater than or equal to 7,0.087108014
192087,Display,Website,0.08,Foodies,Wednesday,Greater than or equal to 7,0.147038082
192091,Influencer,Instagram,0.02,Fashionistas,Sunday,Greater than or equal to 7,0.079593842
192092,Influencer,YouTube,0.07,Health & Wellness,Monday,Greater than or equal to 7,0.040842538
192094,Email,YouTube,0.01,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.086602732
192095,Influencer,Google Ads,0.1,Fashionistas,Thursday,Greater than or equal to 7,0.20254357
192096,Social Media,YouTube,0.12,Foodies,Friday,Greater than or equal to 7,0.113122172
192098,Search,YouTube,0.08,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.088501091
192099,Display,Facebook,0.02,Health & Wellness,Monday,Greater than or equal to 7,0.110223642
192101,Influencer,Google Ads,0.09,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.541751527
192103,Email,Website,0.06,Fashionistas,Friday,Greater than or equal to 7,0.142776841
192108,Display,Website,0.15,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.258735663
192109,Email,Website,0.14,Foodies,Thursday,Greater than or equal to 7,0.039852046
192113,Social Media,Email,0.08,Fashionistas,Monday,Greater than or equal to 7,0.191596639
192114,Influencer,Instagram,0.14,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.374798061
192116,Influencer,Website,0.01,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.141720054
192117,Search,Facebook,0.01,Outdoor Adventurers,Friday,Greater than or equal to 7,0.016262567
192118,Display,Instagram,0.15,Fashionistas,Saturday,Greater than or equal to 7,0.107729628
192120,Email,Facebook,0.06,Outdoor Adventurers,Monday,Greater than or equal to 7,0.028050216
192122,Email,Google Ads,0.07,Foodies,Wednesday,Greater than or equal to 7,0.217544813
192123,Influencer,Facebook,0.07,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.094339623
192124,Search,Website,0.05,Fashionistas,Friday,Greater than or equal to 7,0.090268304
192127,Email,Instagram,0.01,Fashionistas,Monday,Greater than or equal to 7,0.06677123
192130,Influencer,Google Ads,0.11,Fashionistas,Thursday,Greater than or equal to 7,0.084414852
192138,Social Media,Facebook,0.07,Fashionistas,Friday,Greater than or equal to 7,0.048414023
192142,Social Media,YouTube,0.14,Fashionistas,Tuesday,Greater than or equal to 7,0.144036126
192146,Display,Instagram,0.06,Fashionistas,Saturday,Greater than or equal to 7,0.574742268
192147,Display,Email,0.01,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.149318257
192148,Display,YouTube,0.05,Health & Wellness,Monday,Greater than or equal to 7,0.194
192149,Social Media,YouTube,0.1,Fashionistas,Tuesday,Greater than or equal to 7,0.03941836
192156,Influencer,Google Ads,0.06,Fashionistas,Tuesday,Greater than or equal to 7,0.047980711
192158,Social Media,Instagram,0.12,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.115482805
192160,Display,YouTube,0.1,Fashionistas,Saturday,Greater than or equal to 7,0.496735582
192161,Display,Google Ads,0.09,Fashionistas,Sunday,Greater than or equal to 7,0.033630601
192165,Social Media,Website,0.06,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.076371898
192167,Email,Facebook,0.09,Fashionistas,Saturday,Greater than or equal to 7,0.192761285
192171,Influencer,Email,0.08,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.135702251
192174,Influencer,Email,0.04,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.09086899
192186,Social Media,Email,0.13,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.017551858
192191,Email,Facebook,0.1,Fashionistas,Tuesday,Greater than or equal to 7,0.198303287
192198,Influencer,Website,0.04,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.169491525
192200,Social Media,Facebook,0.12,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.035467861
192206,Display,Facebook,0.05,Health & Wellness,Wednesday,Greater than or equal to 7,0.126907074
192207,Social Media,Website,0.14,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.094283939
192208,Influencer,YouTube,0.07,Fashionistas,Friday,Greater than or equal to 7,0.428186715
192214,Social Media,Instagram,0.05,Health & Wellness,Thursday,Greater than or equal to 7,0.094725381
192215,Display,Website,0.02,Foodies,Friday,Greater than or equal to 7,0.082198689
192216,Email,Facebook,0.04,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.188812524
192218,Influencer,Website,0.1,Tech Enthusiasts,Monday,Greater than or equal to 7,0.108478447
192219,Email,Email,0.08,Health & Wellness,Tuesday,Greater than or equal to 7,0.035169029
192220,Search,YouTube,0.01,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.025714873
192221,Email,Email,0.12,Fashionistas,Thursday,Greater than or equal to 7,0.098041448
192222,Display,Facebook,0.11,Fashionistas,Friday,Greater than or equal to 7,0.111636002
192228,Social Media,YouTube,0.02,Fashionistas,Thursday,Greater than or equal to 7,0.108641975
192229,Influencer,Email,0.06,Foodies,Friday,Greater than or equal to 7,0.079497908
192230,Social Media,YouTube,0.09,Foodies,Saturday,Greater than or equal to 7,0.210836278
192232,Influencer,Facebook,0.03,Health & Wellness,Monday,Greater than or equal to 7,0.036593786
192235,Display,YouTube,0.11,Fashionistas,Thursday,Greater than or equal to 7,0.124853321
192237,Email,Email,0.14,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.023745919
192240,Influencer,Website,0.1,Health & Wellness,Tuesday,Greater than or equal to 7,0.344319167
192244,Influencer,YouTube,0.14,Foodies,Saturday,Greater than or equal to 7,0.067262039
192246,Search,Email,0.14,Tech Enthusiasts,Monday,Greater than or equal to 7,0.158385946
192249,Social Media,Email,0.02,Health & Wellness,Thursday,Greater than or equal to 7,0.066528987
192250,Influencer,Facebook,0.09,Foodies,Friday,Greater than or equal to 7,0.14001759
192251,Influencer,Google Ads,0.09,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.129700353
192252,Search,YouTube,0.15,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.09633872
192255,Social Media,Email,0.07,Foodies,Wednesday,Greater than or equal to 7,0.077238902
192261,Social Media,Website,0.15,Fashionistas,Tuesday,Greater than or equal to 7,0.130995287
192264,Email,Email,0.07,Foodies,Friday,Greater than or equal to 7,0.111285794
192269,Display,Google Ads,0.09,Foodies,Wednesday,Greater than or equal to 7,0.08268264
192271,Display,Website,0.02,Health & Wellness,Friday,Greater than or equal to 7,0.13789851
192272,Social Media,Google Ads,0.09,Fashionistas,Saturday,Greater than or equal to 7,0.13762304
192276,Influencer,Instagram,0.01,Foodies,Wednesday,Greater than or equal to 7,0.060283068
192280,Social Media,Email,0.03,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.144257703
192283,Email,Google Ads,0.15,Fashionistas,Wednesday,Greater than or equal to 7,0.169866667
192284,Influencer,Website,0.12,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.174001749
192288,Influencer,Google Ads,0.1,Foodies,Monday,Greater than or equal to 7,0.175712777
192289,Social Media,Email,0.04,Fashionistas,Tuesday,Greater than or equal to 7,0.021744659
192291,Search,Email,0.11,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.167481663
192292,Social Media,Instagram,0.05,Fashionistas,Friday,Greater than or equal to 7,0.15008726
192295,Social Media,YouTube,0.02,Tech Enthusiasts,Monday,Greater than or equal to 7,0.239142386
192296,Search,Email,0.15,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.194411415
192305,Search,Google Ads,0.03,Foodies,Thursday,Greater than or equal to 7,0.032172261
192306,Social Media,Email,0.05,Tech Enthusiasts,Friday,Greater than or equal to 7,0.467055394
192308,Search,YouTube,0.13,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.076269587
192313,Social Media,Google Ads,0.1,Fashionistas,Friday,Greater than or equal to 7,0.115911165
192314,Display,Google Ads,0.12,Fashionistas,Saturday,Greater than or equal to 7,0.051174316
192315,Display,Instagram,0.09,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.086727273
192316,Social Media,YouTube,0.12,Fashionistas,Monday,Greater than or equal to 7,0.023752064
192322,Social Media,Website,0.1,Fashionistas,Sunday,Greater than or equal to 7,0.239057239
192323,Search,Email,0.06,Outdoor Adventurers,Monday,Greater than or equal to 7,0.366998578
192327,Social Media,YouTube,0.09,Foodies,Friday,Greater than or equal to 7,0.151740915
192329,Email,Email,0.08,Health & Wellness,Sunday,Greater than or equal to 7,0.171406902
192336,Search,YouTube,0.09,Foodies,Sunday,Greater than or equal to 7,0.529078014
192337,Display,Instagram,0.02,Outdoor Adventurers,Monday,Greater than or equal to 7,0.176450742
192338,Email,Website,0.06,Health & Wellness,Tuesday,Greater than or equal to 7,0.073813391
192345,Search,Facebook,0.04,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.165155262
192346,Display,Facebook,0.09,Fashionistas,Wednesday,Greater than or equal to 7,0.232989691
192350,Display,YouTube,0.15,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.086586324
192351,Influencer,Website,0.14,Tech Enthusiasts,Monday,Greater than or equal to 7,0.099802194
192352,Email,Instagram,0.04,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.156062213
192355,Social Media,Email,0.07,Health & Wellness,Friday,Greater than or equal to 7,0.140431482
192356,Display,Google Ads,0.01,Tech Enthusiasts,Friday,Greater than or equal to 7,0.138853503
192362,Search,YouTube,0.14,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.566523605
192363,Search,Website,0.06,Outdoor Adventurers,Friday,Greater than or equal to 7,0.384728341
192366,Search,Email,0.09,Fashionistas,Monday,Greater than or equal to 7,0.141202427
192368,Influencer,Instagram,0.08,Health & Wellness,Wednesday,Greater than or equal to 7,0.117010077
192369,Search,Instagram,0.13,Fashionistas,Thursday,Greater than or equal to 7,0.040577208
192372,Search,Facebook,0.1,Fashionistas,Sunday,Greater than or equal to 7,0.232918396
192373,Search,Website,0.1,Health & Wellness,Monday,Greater than or equal to 7,0.32261447
192380,Search,YouTube,0.04,Health & Wellness,Monday,Greater than or equal to 7,0.083450704
192386,Influencer,Google Ads,0.07,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.07286058
192387,Influencer,Google Ads,0.09,Health & Wellness,Monday,Greater than or equal to 7,0.073785399
192389,Social Media,Email,0.07,Foodies,Wednesday,Greater than or equal to 7,0.61242236
192390,Display,Facebook,0.01,Fashionistas,Thursday,Greater than or equal to 7,0.045012604
192393,Display,Facebook,0.11,Fashionistas,Sunday,Greater than or equal to 7,0.686800895
192395,Search,Email,0.04,Health & Wellness,Tuesday,Greater than or equal to 7,0.062195471
192399,Email,Email,0.04,Foodies,Saturday,Greater than or equal to 7,0.063944286
192401,Display,Email,0.09,Tech Enthusiasts,Monday,Greater than or equal to 7,0.023745079
192407,Influencer,Facebook,0.04,Foodies,Sunday,Greater than or equal to 7,0.148032665
192409,Influencer,Instagram,0.14,Foodies,Tuesday,Greater than or equal to 7,0.167366359
192410,Social Media,YouTube,0.03,Health & Wellness,Wednesday,Greater than or equal to 7,0.169516729
192413,Influencer,YouTube,0.14,Fashionistas,Saturday,Greater than or equal to 7,0.034780682
192414,Display,Email,0.11,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.083626142
192416,Social Media,YouTube,0.01,Fashionistas,Tuesday,Greater than or equal to 7,0.019675676
192422,Search,YouTube,0.03,Outdoor Adventurers,Monday,Greater than or equal to 7,0.178296782
192423,Social Media,Instagram,0.05,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.224234853
192424,Email,YouTube,0.07,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.365269461
192426,Search,Google Ads,0.08,Foodies,Friday,Greater than or equal to 7,0.029919448
192431,Influencer,Instagram,0.01,Health & Wellness,Wednesday,Greater than or equal to 7,0.1379604
192434,Email,Email,0.05,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.259103641
192438,Social Media,Google Ads,0.09,Fashionistas,Wednesday,Greater than or equal to 7,0.099629477
192439,Search,Website,0.06,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.076677316
192447,Search,YouTube,0.02,Health & Wellness,Friday,Greater than or equal to 7,0.06582175
192448,Display,Facebook,0.12,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.086386555
192451,Email,Google Ads,0.11,Foodies,Tuesday,Greater than or equal to 7,0.294117647
192454,Search,Instagram,0.1,Tech Enthusiasts,Friday,Greater than or equal to 7,0.43452381
192457,Social Media,Instagram,0.09,Foodies,Monday,Greater than or equal to 7,0.094898997
192461,Influencer,Facebook,0.06,Outdoor Adventurers,Friday,Greater than or equal to 7,0.121635884
192463,Social Media,Google Ads,0.07,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.157423064
192464,Search,Facebook,0.08,Health & Wellness,Monday,Greater than or equal to 7,0.094257703
192466,Display,Email,0.12,Foodies,Wednesday,Greater than or equal to 7,0.136645963
192467,Influencer,Facebook,0.1,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.271775083
192469,Influencer,YouTube,0.14,Health & Wellness,Saturday,Greater than or equal to 7,0.075
192470,Social Media,Facebook,0.05,Fashionistas,Sunday,Greater than or equal to 7,0.170251549
192476,Influencer,Email,0.02,Foodies,Saturday,Greater than or equal to 7,0.115218615
192478,Influencer,Email,0.13,Fashionistas,Monday,Greater than or equal to 7,0.068850902
192482,Social Media,Instagram,0.09,Outdoor Adventurers,Friday,Greater than or equal to 7,0.550691244
192485,Social Media,Facebook,0.11,Foodies,Monday,Greater than or equal to 7,0.044420237
192489,Display,Website,0.11,Foodies,Friday,Greater than or equal to 7,0.125227687
192490,Influencer,Facebook,0.11,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.112958716
192491,Social Media,Website,0.01,Fashionistas,Sunday,Greater than or equal to 7,0.114583333
192492,Display,YouTube,0.01,Fashionistas,Monday,Greater than or equal to 7,0.028082634
192498,Influencer,Instagram,0.04,Health & Wellness,Sunday,Greater than or equal to 7,0.431852986
192500,Display,Website,0.04,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.026238381
192503,Display,YouTube,0.08,Fashionistas,Friday,Greater than or equal to 7,0.12172824
192506,Influencer,Google Ads,0.14,Foodies,Monday,Greater than or equal to 7,0.052907739
192510,Display,YouTube,0.05,Health & Wellness,Friday,Greater than or equal to 7,0.122078568
192519,Influencer,YouTube,0.11,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.141953619
192520,Social Media,Google Ads,0.11,Fashionistas,Monday,Greater than or equal to 7,0.112657818
192521,Influencer,Email,0.03,Health & Wellness,Tuesday,Greater than or equal to 7,0.253004808
192524,Search,Google Ads,0.1,Outdoor Adventurers,Friday,Greater than or equal to 7,0.363047619
192525,Display,Email,0.14,Foodies,Saturday,Greater than or equal to 7,0.088597843
192528,Social Media,Instagram,0.06,Health & Wellness,Tuesday,Greater than or equal to 7,0.186257181
192529,Influencer,Instagram,0.02,Fashionistas,Wednesday,Greater than or equal to 7,0.024265434
192530,Display,Email,0.03,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.120518868
192532,Search,Website,0.09,Health & Wellness,Saturday,Greater than or equal to 7,0.233786209
192534,Search,Email,0.08,Tech Enthusiasts,Monday,Greater than or equal to 7,0.038660287
192536,Email,Website,0.12,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.249907442
192538,Social Media,YouTube,0.11,Foodies,Friday,Greater than or equal to 7,0.1129632
192540,Search,Instagram,0.12,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.03944824
192541,Email,Google Ads,0.14,Outdoor Adventurers,Monday,Greater than or equal to 7,0.253157452
192543,Influencer,YouTube,0.03,Fashionistas,Wednesday,Greater than or equal to 7,0.066847182
192548,Display,YouTube,0.14,Health & Wellness,Monday,Greater than or equal to 7,0.08573991
192549,Social Media,Instagram,0.1,Fashionistas,Tuesday,Greater than or equal to 7,0.053789046
192556,Social Media,Facebook,0.13,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.030044466
192558,Email,Instagram,0.05,Fashionistas,Thursday,Greater than or equal to 7,0.034656157
192559,Display,Email,0.06,Foodies,Friday,Greater than or equal to 7,0.119078851
192560,Display,Google Ads,0.03,Health & Wellness,Saturday,Greater than or equal to 7,0.104800447
192562,Social Media,Website,0.06,Tech Enthusiasts,Monday,Greater than or equal to 7,0.505056514
192563,Email,Google Ads,0.15,Health & Wellness,Tuesday,Greater than or equal to 7,0.34084507
192564,Social Media,Instagram,0.14,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.077705537
192566,Email,Google Ads,0.02,Tech Enthusiasts,Friday,Greater than or equal to 7,0.145500421
192567,Social Media,Website,0.05,Foodies,Saturday,Greater than or equal to 7,0.035574937
192568,Search,Email,0.09,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.191616766
192570,Social Media,Email,0.11,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.096394687
192571,Influencer,Google Ads,0.08,Fashionistas,Wednesday,Greater than or equal to 7,0.233105091
192576,Social Media,Google Ads,0.09,Outdoor Adventurers,Monday,Greater than or equal to 7,0.110753502
192577,Email,YouTube,0.11,Fashionistas,Tuesday,Greater than or equal to 7,0.341999268
192578,Influencer,Instagram,0.05,Foodies,Wednesday,Greater than or equal to 7,0.042499398
192582,Display,Email,0.14,Health & Wellness,Sunday,Greater than or equal to 7,0.031728556
192592,Search,Facebook,0.12,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.067971405
192594,Email,Email,0.06,Outdoor Adventurers,Friday,Greater than or equal to 7,0.243939394
192599,Influencer,Email,0.09,Fashionistas,Wednesday,Greater than or equal to 7,0.055431993
192600,Search,Facebook,0.08,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.549643089
192601,Search,YouTube,0.04,Tech Enthusiasts,Friday,Greater than or equal to 7,0.238129757
192603,Social Media,YouTube,0.07,Foodies,Sunday,Greater than or equal to 7,0.064079602
192604,Social Media,YouTube,0.01,Fashionistas,Monday,Greater than or equal to 7,0.043617331
192607,Social Media,Google Ads,0.09,Foodies,Thursday,Greater than or equal to 7,0.24849636
192610,Influencer,Website,0.05,Foodies,Sunday,Greater than or equal to 7,0.116455217
192613,Search,Google Ads,0.03,Fashionistas,Wednesday,Greater than or equal to 7,0.085508661
192614,Display,Google Ads,0.02,Fashionistas,Thursday,Greater than or equal to 7,0.171359614
192615,Display,Website,0.05,Foodies,Friday,Greater than or equal to 7,0.135849684
192616,Search,YouTube,0.09,Fashionistas,Saturday,Greater than or equal to 7,0.163607342
192621,Display,Facebook,0.08,Health & Wellness,Thursday,Greater than or equal to 7,0.021621022
192622,Search,Facebook,0.09,Outdoor Adventurers,Friday,Greater than or equal to 7,0.289882061
192625,Social Media,Email,0.1,Health & Wellness,Monday,Greater than or equal to 7,0.106361323
192628,Email,YouTube,0.13,Fashionistas,Thursday,Greater than or equal to 7,0.255521706
192630,Display,Email,0.02,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.071221772
192634,Social Media,Email,0.12,Foodies,Wednesday,Greater than or equal to 7,0.13036938
192637,Display,YouTube,0.14,Foodies,Saturday,Greater than or equal to 7,0.099028919
192638,Email,Email,0.03,Health & Wellness,Sunday,Greater than or equal to 7,0.051821071
192639,Search,Instagram,0.1,Fashionistas,Monday,Greater than or equal to 7,0.122375091
192640,Search,Google Ads,0.12,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.048934754
192641,Influencer,Website,0.09,Foodies,Wednesday,Greater than or equal to 7,0.081613361
192642,Email,Google Ads,0.06,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.069093756
192644,Influencer,Instagram,0.13,Fashionistas,Saturday,Greater than or equal to 7,0.256872465
192645,Influencer,Email,0.09,Foodies,Sunday,Greater than or equal to 7,0.213206046
192646,Search,Facebook,0.08,Tech Enthusiasts,Monday,Greater than or equal to 7,0.025688879
192651,Email,YouTube,0.11,Health & Wellness,Saturday,Greater than or equal to 7,0.095389748
192659,Display,Email,0.12,Health & Wellness,Sunday,Greater than or equal to 7,0.073792367
192660,Email,Email,0.02,Foodies,Monday,Greater than or equal to 7,0.11679644
192661,Social Media,Facebook,0.04,Fashionistas,Tuesday,Greater than or equal to 7,0.056844938
192665,Display,Instagram,0.09,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.149758454
