Campaign_ID,Campaign_Type,Target_Audience,Duration_in_Days,Channel_Used,Conversion_Rate,ROI,Location,Language,Customer_Segment,Date,Engagement_Score_Segment
172030,Display,All Ages,60,Facebook,0.11,3.06,Miami,Spanish,Foodies,4/25/21,Greater than or equal to 7
172031,Display,Women 35-44,15,Website,0.09,5.42,Houston,Mandarin,Foodies,4/26/21,Greater than or equal to 7
172032,Influencer,All Ages,15,Google Ads,0.03,6.17,New York,German,Fashionistas,4/27/21,Greater than or equal to 7
172041,Social Media,Women 25-34,60,Google Ads,0.13,6.66,Chicago,English,Outdoor Adventurers,5/6/21,Greater than or equal to 7
172042,Social Media,All Ages,45,Instagram,0.01,6.42,New York,German,Tech Enthusiasts,5/7/21,Greater than or equal to 7
172043,Email,All Ages,45,Instagram,0.14,4.68,Los Angeles,English,Tech Enthusiasts,5/8/21,Greater than or equal to 7
172045,Email,Men 18-24,45,YouTube,0.11,3.24,Los Angeles,French,Health & Wellness,5/10/21,Greater than or equal to 7
172046,Email,All Ages,30,YouTube,0.03,3.26,Chicago,German,Outdoor Adventurers,5/11/21,Greater than or equal to 7
172051,Display,Women 25-34,45,Website,0.04,3.42,New York,Spanish,Health & Wellness,5/16/21,Greater than or equal to 7
172055,Email,Men 18-24,45,Facebook,0.04,3.17,New York,Mandarin,Fashionistas,5/20/21,Greater than or equal to 7
172058,Display,Men 25-34,15,Instagram,0.07,6.79,Los Angeles,English,Fashionistas,5/23/21,Greater than or equal to 7
172062,Social Media,Women 25-34,15,Google Ads,0.04,4.56,Houston,English,Foodies,5/27/21,Greater than or equal to 7
172071,Social Media,Men 18-24,30,Instagram,0.1,4.23,New York,English,Tech Enthusiasts,6/5/21,Greater than or equal to 7
172076,Email,Men 18-24,45,Facebook,0.09,3.87,Houston,German,Health & Wellness,6/10/21,Greater than or equal to 7
172078,Display,Women 35-44,45,Facebook,0.04,6.94,Chicago,German,Health & Wellness,6/12/21,Greater than or equal to 7
172080,Display,All Ages,60,Website,0.12,3.12,Chicago,German,Tech Enthusiasts,6/14/21,Greater than or equal to 7
172081,Social Media,Men 18-24,15,Email,0.14,7.43,Chicago,Mandarin,Health & Wellness,6/15/21,Greater than or equal to 7
172082,Influencer,Women 25-34,15,Facebook,0.04,6.41,Chicago,English,Fashionistas,6/16/21,Greater than or equal to 7
172083,Social Media,Women 25-34,60,YouTube,0.01,6.64,Los Angeles,English,Foodies,6/17/21,Greater than or equal to 7
172086,Email,Women 25-34,15,Instagram,0.04,5.21,Chicago,English,Tech Enthusiasts,6/20/21,Greater than or equal to 7
172089,Email,Women 35-44,60,Instagram,0.01,6.81,Chicago,French,Fashionistas,6/23/21,Greater than or equal to 7
172091,Search,All Ages,60,YouTube,0.08,3.79,New York,Spanish,Tech Enthusiasts,6/25/21,Greater than or equal to 7
172092,Email,Men 25-34,15,Email,0.14,6.52,Chicago,Mandarin,Tech Enthusiasts,6/26/21,Greater than or equal to 7
172097,Influencer,Women 25-34,60,YouTube,0.03,3.59,New York,German,Outdoor Adventurers,7/1/21,Greater than or equal to 7
172102,Influencer,Women 25-34,60,Website,0.05,5.37,Chicago,French,Health & Wellness,7/6/21,Greater than or equal to 7
172104,Email,Women 25-34,45,Facebook,0.1,4.64,Miami,English,Tech Enthusiasts,7/8/21,Greater than or equal to 7
172114,Search,All Ages,60,Instagram,0.03,3.49,Los Angeles,German,Health & Wellness,7/18/21,Greater than or equal to 7
172115,Search,Men 18-24,45,YouTube,0.03,3.79,New York,Mandarin,Outdoor Adventurers,7/19/21,Greater than or equal to 7
172117,Social Media,Women 35-44,15,Google Ads,0.15,5.01,Houston,French,Health & Wellness,7/21/21,Greater than or equal to 7
172118,Social Media,Men 18-24,60,Facebook,0.13,2.38,Chicago,Mandarin,Tech Enthusiasts,7/22/21,Greater than or equal to 7
172120,Email,All Ages,15,YouTube,0.15,7.82,New York,Mandarin,Health & Wellness,7/24/21,Greater than or equal to 7
172123,Search,Women 25-34,15,Google Ads,0.07,7.48,New York,English,Tech Enthusiasts,7/27/21,Greater than or equal to 7
172124,Influencer,Women 35-44,45,Facebook,0.14,3.17,New York,Spanish,Health & Wellness,7/28/21,Greater than or equal to 7
172128,Display,All Ages,60,Email,0.06,5.19,Los Angeles,Mandarin,Fashionistas,8/1/21,Greater than or equal to 7
172130,Search,Women 25-34,45,Instagram,0.14,7.51,Los Angeles,Mandarin,Tech Enthusiasts,8/3/21,Greater than or equal to 7
172141,Influencer,Women 25-34,15,YouTube,0.1,2.4,Miami,English,Fashionistas,8/14/21,Greater than or equal to 7
172142,Social Media,Women 25-34,30,Google Ads,0.1,4.75,Houston,English,Fashionistas,8/15/21,Greater than or equal to 7
172144,Influencer,Men 18-24,45,Instagram,0.06,2.57,Miami,German,Foodies,8/17/21,Greater than or equal to 7
172147,Search,Women 25-34,45,Website,0.11,5.9,Miami,German,Tech Enthusiasts,8/20/21,Greater than or equal to 7
172148,Email,Women 25-34,15,Facebook,0.01,5.41,Miami,German,Tech Enthusiasts,8/21/21,Greater than or equal to 7
172150,Email,Women 25-34,30,YouTube,0.13,7.16,Miami,German,Foodies,8/23/21,Greater than or equal to 7
172151,Email,Men 25-34,30,Google Ads,0.1,5.09,Los Angeles,French,Foodies,8/24/21,Greater than or equal to 7
172152,Influencer,Men 18-24,60,Website,0.12,6.62,Chicago,English,Fashionistas,8/25/21,Greater than or equal to 7
172156,Search,All Ages,30,Google Ads,0.14,5.74,Chicago,Spanish,Outdoor Adventurers,8/29/21,Greater than or equal to 7
172158,Email,All Ages,15,Website,0.13,4.93,Los Angeles,German,Tech Enthusiasts,8/31/21,Greater than or equal to 7
172159,Influencer,Women 35-44,60,Website,0.04,6.97,Los Angeles,French,Tech Enthusiasts,9/1/21,Greater than or equal to 7
172171,Display,Men 25-34,60,Email,0.05,6.84,Los Angeles,Mandarin,Foodies,9/13/21,Greater than or equal to 7
172172,Email,Men 18-24,30,Instagram,0.12,5.61,Chicago,French,Tech Enthusiasts,9/14/21,Greater than or equal to 7
172178,Influencer,Women 35-44,15,Facebook,0.08,7.92,Los Angeles,English,Outdoor Adventurers,9/20/21,Greater than or equal to 7
172180,Social Media,All Ages,15,Facebook,0.14,3.92,Chicago,French,Tech Enthusiasts,9/22/21,Greater than or equal to 7
172181,Influencer,Men 25-34,15,Email,0.04,7.37,Miami,Spanish,Foodies,9/23/21,Greater than or equal to 7
172182,Search,Women 25-34,60,Website,0.14,2.63,Houston,German,Foodies,9/24/21,Greater than or equal to 7
172183,Display,Men 18-24,15,Website,0.02,3.79,Miami,German,Outdoor Adventurers,9/25/21,Greater than or equal to 7
172187,Display,Women 35-44,45,Google Ads,0.04,4.62,Los Angeles,German,Tech Enthusiasts,9/29/21,Greater than or equal to 7
172190,Influencer,All Ages,30,Email,0.1,4.54,Chicago,English,Outdoor Adventurers,10/2/21,Greater than or equal to 7
172191,Email,All Ages,45,YouTube,0.1,5.98,Chicago,English,Fashionistas,10/3/21,Greater than or equal to 7
172192,Social Media,Women 25-34,15,Email,0.02,6.04,Miami,English,Foodies,10/4/21,Greater than or equal to 7
172195,Display,Men 18-24,30,Instagram,0.09,2.7,Houston,German,Outdoor Adventurers,10/7/21,Greater than or equal to 7
172199,Email,Women 35-44,30,Email,0.11,5.49,Los Angeles,Spanish,Health & Wellness,10/11/21,Greater than or equal to 7
172202,Search,Men 25-34,45,Website,0.02,6.95,New York,English,Health & Wellness,10/14/21,Greater than or equal to 7
172208,Social Media,Women 25-34,60,YouTube,0.11,7.48,New York,French,Tech Enthusiasts,10/20/21,Greater than or equal to 7
172210,Influencer,Men 25-34,60,Website,0.02,5.01,Chicago,Spanish,Fashionistas,10/22/21,Greater than or equal to 7
172212,Social Media,Men 18-24,15,Google Ads,0.1,3.96,Miami,English,Outdoor Adventurers,10/24/21,Greater than or equal to 7
172213,Social Media,Men 25-34,45,YouTube,0.13,5.46,Chicago,German,Outdoor Adventurers,10/25/21,Greater than or equal to 7
172214,Email,Men 25-34,30,Website,0.1,4.76,Chicago,French,Foodies,10/26/21,Greater than or equal to 7
172218,Social Media,Men 18-24,15,Google Ads,0.1,2.65,Los Angeles,German,Fashionistas,10/30/21,Greater than or equal to 7
172219,Social Media,Men 18-24,15,Website,0.12,7.54,Miami,French,Health & Wellness,10/31/21,Greater than or equal to 7
172221,Display,All Ages,15,Instagram,0.11,7.15,Miami,Mandarin,Fashionistas,11/2/21,Greater than or equal to 7
172225,Display,Women 25-34,45,Email,0.11,5.43,New York,Mandarin,Foodies,11/6/21,Greater than or equal to 7
172226,Email,All Ages,30,Email,0.11,3.5,Miami,German,Health & Wellness,11/7/21,Greater than or equal to 7
172228,Social Media,Women 35-44,30,Facebook,0.13,6.49,Houston,English,Health & Wellness,11/9/21,Greater than or equal to 7
172229,Social Media,Men 18-24,45,Website,0.06,2.54,Miami,French,Health & Wellness,11/10/21,Greater than or equal to 7
172230,Influencer,All Ages,30,Facebook,0.07,5.45,New York,French,Tech Enthusiasts,11/11/21,Greater than or equal to 7
172232,Influencer,Women 25-34,30,Instagram,0.06,2.57,Houston,English,Foodies,11/13/21,Greater than or equal to 7
172237,Influencer,Women 35-44,45,Website,0.04,5.59,Houston,Mandarin,Fashionistas,11/18/21,Greater than or equal to 7
172244,Search,Women 25-34,15,Instagram,0.03,3.83,Houston,English,Outdoor Adventurers,11/25/21,Greater than or equal to 7
172245,Influencer,Women 35-44,15,YouTube,0.04,7.42,Los Angeles,Spanish,Health & Wellness,11/26/21,Greater than or equal to 7
172246,Search,Women 35-44,45,Website,0.07,5.96,New York,French,Tech Enthusiasts,11/27/21,Greater than or equal to 7
172251,Email,All Ages,15,Website,0.08,4.71,Los Angeles,German,Fashionistas,12/2/21,Greater than or equal to 7
172252,Display,All Ages,15,Instagram,0.1,4.83,Miami,English,Fashionistas,12/3/21,Greater than or equal to 7
172254,Email,Women 35-44,45,Google Ads,0.13,7.52,Houston,Mandarin,Outdoor Adventurers,12/5/21,Greater than or equal to 7
172256,Search,Men 18-24,15,Instagram,0.03,5.94,Miami,English,Health & Wellness,12/7/21,Greater than or equal to 7
172257,Display,Women 35-44,45,Website,0.02,6.54,Miami,Spanish,Health & Wellness,12/8/21,Greater than or equal to 7
172260,Display,Women 25-34,30,Website,0.08,2.85,Chicago,French,Tech Enthusiasts,12/11/21,Greater than or equal to 7
172261,Search,All Ages,60,YouTube,0.09,3.52,New York,French,Health & Wellness,12/12/21,Greater than or equal to 7
172263,Display,Women 35-44,30,Website,0.1,7.5,Chicago,German,Tech Enthusiasts,12/14/21,Greater than or equal to 7
172264,Search,Women 35-44,60,Website,0.14,6.67,New York,German,Tech Enthusiasts,12/15/21,Greater than or equal to 7
172269,Social Media,Men 18-24,60,YouTube,0.14,3.31,Chicago,German,Fashionistas,12/20/21,Greater than or equal to 7
172272,Display,Men 18-24,30,YouTube,0.03,4.18,Chicago,French,Fashionistas,12/23/21,Greater than or equal to 7
172279,Search,Women 35-44,15,Google Ads,0.01,7.69,Los Angeles,Spanish,Health & Wellness,12/30/21,Greater than or equal to 7
172284,Influencer,Women 35-44,30,Email,0.03,2.88,Miami,German,Fashionistas,1/4/21,Greater than or equal to 7
172285,Social Media,Women 35-44,30,Instagram,0.02,3.05,Chicago,French,Foodies,1/5/21,Greater than or equal to 7
172287,Display,Men 25-34,60,Google Ads,0.11,4.83,Chicago,German,Health & Wellness,1/7/21,Greater than or equal to 7
172288,Email,All Ages,15,Google Ads,0.03,7.15,Chicago,Spanish,Fashionistas,1/8/21,Greater than or equal to 7
172290,Influencer,Men 25-34,30,YouTube,0.15,3.35,Chicago,Mandarin,Foodies,1/10/21,Greater than or equal to 7
172291,Search,Men 25-34,45,Email,0.11,5.15,Chicago,Mandarin,Outdoor Adventurers,1/11/21,Greater than or equal to 7
172293,Search,All Ages,15,Email,0.03,4.56,Miami,English,Tech Enthusiasts,1/13/21,Greater than or equal to 7
172298,Influencer,Men 18-24,15,Facebook,0.04,3.01,New York,English,Outdoor Adventurers,1/18/21,Greater than or equal to 7
172302,Influencer,Women 35-44,30,Email,0.09,5.98,Miami,English,Outdoor Adventurers,1/22/21,Greater than or equal to 7
172303,Influencer,Men 18-24,45,Instagram,0.04,2.34,New York,Spanish,Foodies,1/23/21,Greater than or equal to 7
172304,Email,Women 35-44,30,Facebook,0.09,3.75,New York,French,Tech Enthusiasts,1/24/21,Greater than or equal to 7
172305,Influencer,All Ages,30,YouTube,0.1,6.26,New York,Mandarin,Tech Enthusiasts,1/25/21,Greater than or equal to 7
172306,Email,Women 35-44,45,YouTube,0.02,4.33,New York,Spanish,Tech Enthusiasts,1/26/21,Greater than or equal to 7
172310,Email,Women 35-44,15,Email,0.05,6.23,Houston,French,Fashionistas,1/30/21,Greater than or equal to 7
172314,Email,All Ages,60,YouTube,0.08,2.86,Miami,Spanish,Health & Wellness,2/3/21,Greater than or equal to 7
172315,Display,All Ages,30,Website,0.15,4.11,Miami,German,Health & Wellness,2/4/21,Greater than or equal to 7
172321,Search,Men 18-24,30,Email,0.1,7.03,Houston,Mandarin,Health & Wellness,2/10/21,Greater than or equal to 7
172327,Social Media,All Ages,15,Facebook,0.03,7.65,Miami,English,Foodies,2/16/21,Greater than or equal to 7
172329,Influencer,Men 25-34,60,Facebook,0.1,2.86,Houston,English,Fashionistas,2/18/21,Greater than or equal to 7
172330,Influencer,Men 25-34,45,Website,0.12,5.17,Miami,French,Health & Wellness,2/19/21,Greater than or equal to 7
172331,Influencer,Men 25-34,45,Email,0.13,6.35,New York,English,Foodies,2/20/21,Greater than or equal to 7
172333,Email,Women 35-44,15,Website,0.14,6.54,New York,Mandarin,Fashionistas,2/22/21,Greater than or equal to 7
172339,Display,All Ages,60,Facebook,0.05,6.24,New York,French,Foodies,2/28/21,Greater than or equal to 7
172340,Social Media,All Ages,45,Instagram,0.04,5.1,Los Angeles,Spanish,Tech Enthusiasts,3/1/21,Greater than or equal to 7
172342,Search,Women 25-34,45,YouTube,0.15,4.43,Chicago,French,Health & Wellness,3/3/21,Greater than or equal to 7
172344,Influencer,Women 35-44,15,Website,0.07,4.57,Miami,Mandarin,Tech Enthusiasts,3/5/21,Greater than or equal to 7
172346,Influencer,Men 18-24,45,Email,0.06,5.34,Chicago,Mandarin,Health & Wellness,3/7/21,Greater than or equal to 7
172352,Influencer,All Ages,15,Facebook,0.05,5.85,Miami,Spanish,Outdoor Adventurers,3/13/21,Greater than or equal to 7
172354,Search,Men 25-34,15,YouTube,0.09,2.6,Chicago,German,Fashionistas,3/15/21,Greater than or equal to 7
172357,Display,All Ages,60,Google Ads,0.07,7.64,Chicago,German,Tech Enthusiasts,3/18/21,Greater than or equal to 7
172362,Email,All Ages,45,Email,0.14,7.47,Miami,French,Tech Enthusiasts,3/23/21,Greater than or equal to 7
172363,Display,Men 18-24,30,Facebook,0.12,2.28,Los Angeles,Mandarin,Foodies,3/24/21,Greater than or equal to 7
172367,Social Media,Women 35-44,60,Email,0.09,2.78,New York,English,Outdoor Adventurers,3/28/21,Greater than or equal to 7
172369,Social Media,Women 25-34,60,Instagram,0.01,7.12,Los Angeles,Mandarin,Outdoor Adventurers,3/30/21,Greater than or equal to 7
172372,Search,All Ages,60,YouTube,0.14,3.56,Los Angeles,Mandarin,Tech Enthusiasts,4/2/21,Greater than or equal to 7
172373,Search,Men 18-24,15,YouTube,0.12,7.15,Miami,Mandarin,Fashionistas,4/3/21,Greater than or equal to 7
172374,Email,Men 18-24,45,Instagram,0.03,7.72,Houston,Spanish,Outdoor Adventurers,4/4/21,Greater than or equal to 7
172375,Influencer,Men 18-24,15,YouTube,0.07,6.27,New York,English,Outdoor Adventurers,4/5/21,Greater than or equal to 7
172377,Email,All Ages,60,Website,0.02,2.07,Los Angeles,Mandarin,Foodies,4/7/21,Greater than or equal to 7
172378,Email,All Ages,15,YouTube,0.11,3.56,Miami,German,Health & Wellness,4/8/21,Greater than or equal to 7
172379,Email,Women 35-44,15,YouTube,0.11,7.28,Miami,English,Health & Wellness,4/9/21,Greater than or equal to 7
172381,Search,Women 25-34,15,Email,0.04,4.03,Miami,English,Foodies,4/11/21,Greater than or equal to 7
172389,Social Media,Women 35-44,15,Facebook,0.02,6.89,New York,French,Outdoor Adventurers,4/19/21,Greater than or equal to 7
172391,Search,Men 18-24,30,Google Ads,0.09,3.25,New York,English,Foodies,4/21/21,Greater than or equal to 7
172392,Social Media,Women 35-44,15,Facebook,0.14,6.54,Houston,Mandarin,Tech Enthusiasts,4/22/21,Greater than or equal to 7
172395,Search,Women 35-44,15,Google Ads,0.03,2.54,Houston,French,Health & Wellness,4/25/21,Greater than or equal to 7
172397,Search,Men 18-24,45,Instagram,0.09,4.31,Miami,German,Tech Enthusiasts,4/27/21,Greater than or equal to 7
172398,Email,Men 18-24,45,Email,0.07,4.94,Houston,Spanish,Fashionistas,4/28/21,Greater than or equal to 7
172400,Display,Men 18-24,45,Instagram,0.12,2.11,Miami,French,Foodies,4/30/21,Greater than or equal to 7
172403,Search,Men 18-24,45,Facebook,0.03,2.74,Los Angeles,Spanish,Outdoor Adventurers,5/3/21,Greater than or equal to 7
172404,Email,Women 25-34,15,Instagram,0.02,6.17,Los Angeles,German,Foodies,5/4/21,Greater than or equal to 7
172406,Search,All Ages,30,YouTube,0.11,3.66,Houston,Mandarin,Fashionistas,5/6/21,Greater than or equal to 7
172407,Search,All Ages,15,Email,0.13,2.1,Los Angeles,French,Tech Enthusiasts,5/7/21,Greater than or equal to 7
172410,Email,Men 18-24,30,Instagram,0.11,7.88,New York,English,Outdoor Adventurers,5/10/21,Greater than or equal to 7
172415,Email,Men 18-24,45,Instagram,0.12,4.77,Chicago,French,Fashionistas,5/15/21,Greater than or equal to 7
172416,Email,Women 35-44,60,Facebook,0.15,3.25,New York,German,Outdoor Adventurers,5/16/21,Greater than or equal to 7
172417,Search,Women 35-44,30,Google Ads,0.02,5.31,Los Angeles,English,Fashionistas,5/17/21,Greater than or equal to 7
172419,Display,Men 25-34,45,YouTube,0.09,4.3,Los Angeles,Spanish,Health & Wellness,5/19/21,Greater than or equal to 7
172421,Email,All Ages,60,Instagram,0.02,5.87,Miami,Mandarin,Foodies,5/21/21,Greater than or equal to 7
172427,Social Media,Women 35-44,60,YouTube,0.09,3.29,Houston,Mandarin,Health & Wellness,5/27/21,Greater than or equal to 7
172431,Email,All Ages,45,YouTube,0.12,3.36,Chicago,German,Tech Enthusiasts,5/31/21,Greater than or equal to 7
172437,Search,Women 25-34,60,Email,0.09,6.11,Miami,German,Fashionistas,6/6/21,Greater than or equal to 7
172441,Search,All Ages,30,Website,0.05,3.59,Miami,Spanish,Outdoor Adventurers,6/10/21,Greater than or equal to 7
172449,Influencer,All Ages,60,Website,0.07,4.8,Los Angeles,Mandarin,Foodies,6/18/21,Greater than or equal to 7
172450,Social Media,Men 18-24,60,Instagram,0.05,2.9,Chicago,English,Foodies,6/19/21,Greater than or equal to 7
172452,Search,Men 25-34,45,Instagram,0.03,6.35,Houston,Spanish,Outdoor Adventurers,6/21/21,Greater than or equal to 7
172459,Influencer,All Ages,45,YouTube,0.09,2.82,Chicago,English,Outdoor Adventurers,6/28/21,Greater than or equal to 7
172467,Email,Women 25-34,30,YouTube,0.04,7.66,Houston,Mandarin,Health & Wellness,7/6/21,Greater than or equal to 7
172470,Influencer,Men 25-34,30,YouTube,0.13,2.69,Los Angeles,French,Fashionistas,7/9/21,Greater than or equal to 7
172472,Email,All Ages,30,Instagram,0.11,6.18,New York,Spanish,Foodies,7/11/21,Greater than or equal to 7
172473,Search,Women 35-44,60,Instagram,0.04,7.48,Miami,French,Outdoor Adventurers,7/12/21,Greater than or equal to 7
172475,Email,All Ages,30,Google Ads,0.08,5.04,Houston,French,Outdoor Adventurers,7/14/21,Greater than or equal to 7
172477,Display,All Ages,45,Instagram,0.11,7.41,Houston,English,Tech Enthusiasts,7/16/21,Greater than or equal to 7
172480,Display,Men 25-34,60,Website,0.06,7.15,Houston,Mandarin,Tech Enthusiasts,7/19/21,Greater than or equal to 7
172481,Influencer,Women 25-34,30,Email,0.08,7.4,New York,English,Health & Wellness,7/20/21,Greater than or equal to 7
172483,Search,Men 25-34,60,YouTube,0.07,6.13,Los Angeles,French,Foodies,7/22/21,Greater than or equal to 7
172486,Display,Women 25-34,60,Website,0.03,3.49,Chicago,Mandarin,Tech Enthusiasts,7/25/21,Greater than or equal to 7
172487,Display,Men 25-34,30,Email,0.09,6.05,Houston,English,Foodies,7/26/21,Greater than or equal to 7
172488,Search,Men 25-34,15,Facebook,0.13,4.55,Houston,Mandarin,Foodies,7/27/21,Greater than or equal to 7
172490,Display,Men 18-24,30,Instagram,0.15,7.84,New York,English,Outdoor Adventurers,7/29/21,Greater than or equal to 7
172491,Email,Men 25-34,45,YouTube,0.09,3.61,Miami,Spanish,Tech Enthusiasts,7/30/21,Greater than or equal to 7
172492,Influencer,All Ages,60,Instagram,0.01,7.9,Los Angeles,German,Tech Enthusiasts,7/31/21,Greater than or equal to 7
172494,Influencer,All Ages,15,Facebook,0.03,5.09,Miami,Spanish,Fashionistas,8/2/21,Greater than or equal to 7
172499,Search,Women 25-34,15,Website,0.05,5.84,Houston,French,Tech Enthusiasts,8/7/21,Greater than or equal to 7
172500,Influencer,Women 35-44,45,Google Ads,0.06,6.84,New York,German,Fashionistas,8/8/21,Greater than or equal to 7
172503,Display,Women 35-44,60,Google Ads,0.04,5.55,Los Angeles,French,Foodies,8/11/21,Greater than or equal to 7
172506,Email,Men 25-34,45,YouTube,0.09,3.59,Miami,Spanish,Foodies,8/14/21,Greater than or equal to 7
172508,Display,All Ages,15,Instagram,0.12,3.96,Miami,German,Foodies,8/16/21,Greater than or equal to 7
172513,Social Media,Men 25-34,15,Email,0.12,4.75,Chicago,English,Fashionistas,8/21/21,Greater than or equal to 7
172514,Social Media,Women 25-34,15,YouTube,0.14,5.42,Miami,English,Health & Wellness,8/22/21,Greater than or equal to 7
172515,Influencer,Women 35-44,60,YouTube,0.02,6.87,Chicago,Mandarin,Outdoor Adventurers,8/23/21,Greater than or equal to 7
172516,Display,Men 18-24,30,Website,0.04,7.29,New York,German,Fashionistas,8/24/21,Greater than or equal to 7
172519,Display,All Ages,45,Instagram,0.01,6.51,Chicago,English,Health & Wellness,8/27/21,Greater than or equal to 7
172520,Display,Men 18-24,15,Facebook,0.14,4.52,Houston,German,Fashionistas,8/28/21,Greater than or equal to 7
172529,Social Media,Men 25-34,45,Facebook,0.06,7.86,Miami,Spanish,Foodies,9/6/21,Greater than or equal to 7
172530,Search,Men 25-34,60,Website,0.07,3.98,Chicago,French,Tech Enthusiasts,9/7/21,Greater than or equal to 7
172535,Search,Women 35-44,60,YouTube,0.01,3.29,New York,French,Foodies,9/12/21,Greater than or equal to 7
172536,Social Media,All Ages,45,Google Ads,0.09,3.97,Miami,Spanish,Fashionistas,9/13/21,Greater than or equal to 7
172539,Email,Men 18-24,60,Google Ads,0.08,6.09,Houston,English,Foodies,9/16/21,Greater than or equal to 7
172540,Email,Men 25-34,15,Email,0.05,2.37,New York,Spanish,Tech Enthusiasts,9/17/21,Greater than or equal to 7
172543,Search,All Ages,45,Instagram,0.12,2.7,Miami,French,Health & Wellness,9/20/21,Greater than or equal to 7
172544,Email,All Ages,45,YouTube,0.1,2.72,New York,Mandarin,Tech Enthusiasts,9/21/21,Greater than or equal to 7
172555,Influencer,Men 25-34,60,Facebook,0.04,5.88,Miami,German,Outdoor Adventurers,10/2/21,Greater than or equal to 7
172557,Social Media,All Ages,15,Google Ads,0.02,4.34,Houston,Spanish,Health & Wellness,10/4/21,Greater than or equal to 7
172561,Search,Women 35-44,30,Website,0.13,7.96,Houston,French,Fashionistas,10/8/21,Greater than or equal to 7
172562,Search,Women 25-34,45,Website,0.11,5.5,New York,Mandarin,Outdoor Adventurers,10/9/21,Greater than or equal to 7
172563,Influencer,Women 25-34,45,Google Ads,0.07,5.23,Houston,Spanish,Outdoor Adventurers,10/10/21,Greater than or equal to 7
172564,Email,Men 18-24,60,Google Ads,0.02,4.36,Houston,German,Fashionistas,10/11/21,Greater than or equal to 7
172565,Email,All Ages,15,Website,0.12,3.81,New York,English,Foodies,10/12/21,Greater than or equal to 7
172570,Social Media,Women 25-34,15,Facebook,0.08,6.77,Houston,Mandarin,Outdoor Adventurers,10/17/21,Greater than or equal to 7
172572,Email,All Ages,60,Google Ads,0.06,7.21,Chicago,German,Tech Enthusiasts,10/19/21,Greater than or equal to 7
172573,Email,Men 18-24,60,Google Ads,0.06,7.95,Miami,French,Foodies,10/20/21,Greater than or equal to 7
172576,Social Media,Men 18-24,30,YouTube,0.12,3.21,Houston,Spanish,Health & Wellness,10/23/21,Greater than or equal to 7
172578,Influencer,All Ages,45,Google Ads,0.1,6.52,Miami,Spanish,Fashionistas,10/25/21,Greater than or equal to 7
172579,Search,All Ages,30,Website,0.1,4.05,Chicago,Spanish,Health & Wellness,10/26/21,Greater than or equal to 7
172582,Display,All Ages,15,Website,0.14,2.49,Chicago,Mandarin,Health & Wellness,10/29/21,Greater than or equal to 7
172583,Display,Women 35-44,30,Instagram,0.13,2.17,New York,Mandarin,Foodies,10/30/21,Greater than or equal to 7
172588,Display,All Ages,60,Instagram,0.04,2.48,Miami,Mandarin,Outdoor Adventurers,11/4/21,Greater than or equal to 7
172590,Display,Men 25-34,45,Instagram,0.06,5.02,Los Angeles,Spanish,Health & Wellness,11/6/21,Greater than or equal to 7
172594,Search,Women 35-44,15,YouTube,0.15,5.3,Houston,French,Tech Enthusiasts,11/10/21,Greater than or equal to 7
172596,Influencer,Men 18-24,15,YouTube,0.03,5.45,Houston,French,Health & Wellness,11/12/21,Greater than or equal to 7
172597,Social Media,All Ages,45,Email,0.15,5.82,New York,Spanish,Tech Enthusiasts,11/13/21,Greater than or equal to 7
172598,Display,Women 25-34,45,YouTube,0.09,2.37,Los Angeles,French,Outdoor Adventurers,11/14/21,Greater than or equal to 7
172601,Display,All Ages,45,Instagram,0.07,7.63,Chicago,English,Foodies,11/17/21,Greater than or equal to 7
172602,Search,All Ages,45,Google Ads,0.05,5.76,Los Angeles,German,Foodies,11/18/21,Greater than or equal to 7
172605,Display,Men 25-34,60,Facebook,0.15,6.44,Houston,Mandarin,Fashionistas,11/21/21,Greater than or equal to 7
172612,Social Media,Women 25-34,15,Google Ads,0.09,4.73,Los Angeles,English,Outdoor Adventurers,11/28/21,Greater than or equal to 7
172615,Email,Women 35-44,60,Facebook,0.07,3.67,Houston,Spanish,Outdoor Adventurers,12/1/21,Greater than or equal to 7
172619,Search,All Ages,45,Email,0.13,5.87,Chicago,French,Outdoor Adventurers,12/5/21,Greater than or equal to 7
172621,Display,Women 25-34,30,Instagram,0.03,5.83,Miami,Mandarin,Health & Wellness,12/7/21,Greater than or equal to 7
172623,Influencer,Women 25-34,30,Email,0.11,7.61,Miami,English,Foodies,12/9/21,Greater than or equal to 7
172625,Influencer,Women 35-44,45,Google Ads,0.04,2.75,Chicago,Spanish,Foodies,12/11/21,Greater than or equal to 7
172627,Search,All Ages,45,Facebook,0.14,6.64,New York,Mandarin,Health & Wellness,12/13/21,Greater than or equal to 7
172629,Email,Women 35-44,30,YouTube,0.02,3.44,New York,Mandarin,Fashionistas,12/15/21,Greater than or equal to 7
172631,Email,Women 35-44,30,Email,0.09,4.72,Miami,Spanish,Foodies,12/17/21,Greater than or equal to 7
172634,Email,All Ages,60,Email,0.02,7.52,New York,Mandarin,Fashionistas,12/20/21,Greater than or equal to 7
172638,Social Media,Women 35-44,15,Google Ads,0.03,5.99,Miami,French,Fashionistas,12/24/21,Greater than or equal to 7
172639,Email,Women 35-44,60,Email,0.11,6.86,Houston,Mandarin,Fashionistas,12/25/21,Greater than or equal to 7
